appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
2071280,Ravenswatch,Passtech Games,Nacon,,5218,1346,0,"200,000 .. 500,000",1396,451,1739,451,1999,1999,0,853
287630,The Council,Big Bad Wolf,Focus Entertainment,,4016,771,0,"200,000 .. 500,000",417,0,202,0,0,0,0,17
34470,Sid Meier's Civilization IV: Colonization,Firaxis Games,2K,,358,104,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,0
2360,Hexen: Beyond Heretic,Raven Software,id Software,,553,75,0,"200,000 .. 500,000",44,0,44,0,149,499,70,4
388160,Project Druid - 2D Labyrinth Explorer-,Cemil Tasdemir,Back To Basics Gaming,,43,124,0,"200,000 .. 500,000",268,0,268,0,199,199,0,1
848480,Creeper World 4,Knuckle Cracker,Knuckle Cracker,,3515,171,0,"200,000 .. 500,000",1511,0,1465,0,2499,2499,0,182
747200,Keplerth,TARO,Gamera Games,,3257,560,0,"200,000 .. 500,000",1834,0,3398,0,1499,1499,0,36
1330460,Becastled,Mana Potion Studios,Mana Potion Studios,,3740,747,0,"200,000 .. 500,000",694,0,694,0,1199,1499,20,60
929490,RAM Pressure,"QuadCom Interactive, GDT",GDT,,445,486,0,"200,000 .. 500,000",0,0,0,0,0,0,0,14
1911390,Knightfall: A Daring Journey,Landfall,Landfall,,5082,621,0,"200,000 .. 500,000",296,0,166,0,599,599,0,9
1058650,Beyond The Wire,Redstone Interactive,Offworld Industries,,4725,2536,0,"200,000 .. 500,000",54,0,60,0,999,999,0,3
1286580,Ship of Fools,Fika Productions,Team17,,2722,706,0,"200,000 .. 500,000",768,0,961,0,1099,2199,50,182
359100,Q.U.B.E. 2,Toxic Games,Trapped Nerve Games,,1323,249,0,"200,000 .. 500,000",142,0,268,0,1249,2499,50,4
1412510,仙剑奇侠传九野,软星科技（上海）有限公司,"SOFTSTAR TECHNOLOGY (SHANGHAI) CO., LTD",,1186,424,0,"200,000 .. 500,000",0,0,0,0,0,0,0,3
201420,Toki Tori 2+,Two Tribes,Two Tribes,,834,145,0,"200,000 .. 500,000",402,0,602,0,1499,1499,0,3
302010,The Blue Flamingo,Might and Delight,Might and Delight,,281,337,0,"200,000 .. 500,000",185,0,226,0,999,999,0,0
1393350,Swaying Girl,Wet Girl,Shoot Girl,,4339,513,0,"200,000 .. 500,000",32,0,22,0,49,99,51,21
360640,12 Labours of Hercules II: The Cretan Bull,"Jetdogs Studios, Zoom Out Games",Jetdogs Studios,,1853,205,0,"200,000 .. 500,000",701,0,724,0,299,299,0,5
633060,Orwell: Ignorance is Strength,Osmotic Studios,Fellow Traveller,,1235,381,0,"200,000 .. 500,000",334,0,334,0,299,999,70,3
204120,LEGO Harry Potter: Years 5-7,Traveller's Tales,Warner Bros. Interactive Entertainment,,2481,307,0,"200,000 .. 500,000",1268,0,1268,0,1999,1999,0,83
907650,Stronghold: Warlords,FireFly Studios,FireFly Studios,,2865,1543,0,"200,000 .. 500,000",0,0,0,0,799,3999,80,146
63700,BIT.TRIP BEAT,Gaijin Games,Gaijin Games,,681,162,0,"200,000 .. 500,000",1015,0,1503,0,999,999,0,1
465760,Scrap Garden,"Egidijus Bachur, Alexey Davydov",Flazm,,874,285,0,"200,000 .. 500,000",372,0,450,0,999,999,0,2
404540,Nex Machina,Housemarque,Housemarque,,1772,265,0,"200,000 .. 500,000",20,0,21,0,1999,1999,0,5
1016600,Devil Slayer - Raksasi,GlassesCatGames,"GlassesCatGames, indienova",,2343,407,0,"200,000 .. 500,000",244,0,395,0,1499,1499,0,5
1205520,Pentiment,Obsidian Entertainment,Xbox Game Studios,,4820,242,0,"200,000 .. 500,000",14,0,14,0,1199,1999,40,119
226620,Desktop Dungeons,QCF Design,QCF Design,,1791,325,0,"200,000 .. 500,000",185,0,197,0,1499,1499,0,24
1956800,Thriving City: Song,White Star Studio,IndieArk,,1596,316,0,"200,000 .. 500,000",0,0,0,0,1899,1899,0,209
994930,Soccer Manager 2019,Soccer Manager Ltd,Soccer Manager Ltd,,543,169,0,"200,000 .. 500,000",952,0,1419,0,0,0,0,8
1608070,CRISIS CORE –FINAL FANTASY VII– REUNION,"Square Enix, TOSE CO., LTD.",Square Enix,,4865,474,0,"200,000 .. 500,000",0,0,0,0,4999,4999,0,166
485450,Ninja Stealth,SC Jogos,SC Jogos,,1042,471,0,"200,000 .. 500,000",222,0,403,0,99,99,0,3
73170,Darkest Hour: A Hearts of Iron Game,Martin Ivanov,Paradox Interactive,,1730,198,0,"200,000 .. 500,000",0,0,0,0,999,999,0,141
606500,HellSign,Ballistic Interactive,Ballistic Interactive,,1472,662,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,2
1227800,Quantum League - Free Open Beta,Nimble Giant Entertainment,Nimble Giant Entertainment,,550,219,0,"200,000 .. 500,000",68,0,68,0,0,0,0,0
312150,Wild Warfare,Hyper Hippo Games,Hyper Hippo Games,,686,312,0,"200,000 .. 500,000",26,0,35,0,0,0,0,0
343740,InMind VR,Luden.io,Luden.io,,336,91,0,"200,000 .. 500,000",0,0,0,0,0,0,0,1
63910,King's Bounty: Crossworlds,Katauri Interactive,Fulqrum Publishing,,1166,104,0,"200,000 .. 500,000",404,0,805,0,1499,1499,0,129
1732190,FATAL FRAME / PROJECT ZERO: Maiden of Black Water,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,4238,986,0,"200,000 .. 500,000",0,0,0,0,3999,3999,0,28
1580520,Lost Eidolons,"Ocean Drive Studio, Inc.","Ocean Drive Studio, Inc.",,1035,376,0,"200,000 .. 500,000",0,0,0,0,3499,3499,0,20
369070,Slain: Back from Hell,Steel Mantis,Digerati,,1567,621,0,"200,000 .. 500,000",169,0,235,0,1299,1299,0,4
503350,White Noise 2,Milkstone Studios,Milkstone Studios,,2252,581,0,"200,000 .. 500,000",73,0,108,0,999,999,0,0
367670,Controller Companion,Koga Tech Limited,Koga Tech Limited,,2282,232,0,"200,000 .. 500,000",1,1,2,1,299,299,0,99
271920,Worlds Adrift Island Creator,Bossa Studios,Bossa Studios,,443,85,0,"200,000 .. 500,000",3,0,3,0,0,0,0,0
266150,Lost Saga NA,IO Entertainment,Smilegate West,,415,274,0,"200,000 .. 500,000",30,0,46,0,0,0,0,0
380360,Tap Tap Infinity,Scary Bee LLC,Scary Bee LLC,,688,232,0,"200,000 .. 500,000",432,0,570,0,0,0,0,11
1281080,Train Station Renovation - First Job,Live Motion Games,"Live Motion Games, PlayWay S.A.",,735,113,0,"200,000 .. 500,000",0,0,0,0,0,0,0,2
1548850,Six Days in Fallujah,Highwire Games,Victura,,8357,1391,0,"200,000 .. 500,000",206,0,143,0,3999,3999,0,267
281920,Splatter - Zombiecalypse Now,Dreamworlds,Untold Tales,,2052,231,0,"200,000 .. 500,000",173,0,173,0,699,699,0,0
344230,Pixel Puzzles 2: Birds,Pixel Puzzles,Pixel Puzzles,,260,70,0,"200,000 .. 500,000",256,0,270,0,69,499,86,1
1272160,The Life and Suffering of Sir Brante,Sever,101XP,,5697,543,0,"200,000 .. 500,000",139,0,190,0,1999,1999,0,61
242570,Space Hulk,Full Control Studios,Full Control,,1419,584,0,"200,000 .. 500,000",14,0,14,0,0,0,0,3
1760250,Madden NFL 23,Tiburon,Electronic Arts,,3044,2952,0,"200,000 .. 500,000",7406,147,13377,147,5999,5999,0,877
1761390,Hatsune Miku: Project DIVA Mega Mix+,SEGA,SEGA,,12214,920,0,"200,000 .. 500,000",287,0,287,0,3939,3939,0,272
1492930,IMUGI,Rising Dragon Studio,Rising Dragon Studio,,6,2,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
43000,Front Mission Evolved,Double Helix Games,Square Enix,,690,410,0,"200,000 .. 500,000",335,0,335,0,999,999,0,1
858260,Until You Fall,Schell Games,Schell Games,,2888,167,0,"200,000 .. 500,000",0,0,0,0,2499,2499,0,10
252470,Space Pirates And Zombies 2,MinMax Games Ltd.,MinMax Games Ltd.,,2170,579,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,10
258890,Type:Rider,"Ex Nihilo, ARTE France",ARTE France,,1289,332,0,"200,000 .. 500,000",172,0,191,0,84,499,83,1
393430,Ice Lakes,Iceflake Studios,Paradox Interactive,,1324,221,0,"200,000 .. 500,000",50,0,75,0,1499,1499,0,15
1072710,Soviet Jump Game,Fantastic Passion,Game Grumps,,1176,247,0,"200,000 .. 500,000",32,0,57,0,0,0,0,0
715400,Frozen Flame,Dreamside Interactive,"Ravenage Games, 2P Games",,1863,828,0,"200,000 .. 500,000",0,0,0,0,2399,2999,20,11
757130,Paintball War,ShadowWolf Games,ShadowWolf Games,,494,674,0,"200,000 .. 500,000",15,0,19,0,0,0,0,1
21670,Bionic Commando,Capcom,Capcom,,1122,424,0,"200,000 .. 500,000",2151,0,3217,0,999,999,0,2
204860,Men of War: Condemned Heroes,Fulqrum Publishing,Fulqrum Publishing,,413,178,0,"200,000 .. 500,000",0,0,0,0,799,799,0,15
354380,Assassin’s Creed Chronicles: China,Climax Studios,Ubisoft Entertainment,,2474,872,0,"200,000 .. 500,000",1322,0,216,0,999,999,0,6
6120,Shank,Klei Entertainment,Klei Entertainment,,3043,342,0,"200,000 .. 500,000",2098,0,3128,0,999,999,0,5
577940,Killer Instinct,Iron Galaxy Studios,Xbox Game Studios,,3996,513,0,"200,000 .. 500,000",151,0,88,0,0,0,0,41
435030,Lost Lands: Mahjong,FIVE-BN GAMES,FIVE-BN GAMES,,4664,420,0,"200,000 .. 500,000",187,0,374,0,0,0,0,75
707680,Slapshot,Oddshot Games,Oddshot Games,,2181,400,0,"200,000 .. 500,000",94,0,61,0,0,0,0,1
282590,Star Ruler 2,"Blind Mind Studios, Glacicle",Blind Mind Studios,,582,130,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,5
899970,NEKOPARA Extra,NEKO WORKs,Sekai Project,,3505,88,0,"200,000 .. 500,000",1,0,1,0,499,499,0,11
252630,Eldritch,Minor Key Games,Minor Key Games,,1880,264,0,"200,000 .. 500,000",1293,0,1510,0,1499,1499,0,2
220160,Trials Evolution: Gold Edition,"Redlynx Ltd, Ubisoft  Shanghaï",Ubisoft,,1658,508,0,"200,000 .. 500,000",41,0,55,0,1999,1999,0,4
374900,Agatha Christie - The ABC Murders,"Artefacts Studio, Tower Five",Microids,,2132,481,0,"200,000 .. 500,000",52,0,95,0,1499,1499,0,20
621830,WRC 7 FIA World Rally Championship,KT Racing,Nacon,,5504,1599,0,"200,000 .. 500,000",1927,15,222,15,1999,1999,0,356
442810,UFO Online: Invasion,Bad Pixel,Bad Pixel,,343,246,0,"200,000 .. 500,000",13,0,22,0,0,0,0,0
338170,Ratz Instagib,Lino Slahuschek,Rarebyte,,3341,409,0,"200,000 .. 500,000",904,0,562,0,899,899,0,10
1680070,Casual Golf,NikiGames,NikiGames,,2,2,0,"200,000 .. 500,000",0,0,0,0,99,99,0,0
1346070,Sign of Silence,Renderise,Renderise,,1191,1047,0,"200,000 .. 500,000",201,0,234,0,499,499,0,3
1035510,Ultimate Zombie Defense,Terror Dog Studio,Terror Dog Studio,,1432,219,0,"200,000 .. 500,000",125,0,125,0,499,499,0,7
1221250,NORCO,Geography of Robots,Raw Fury,,1807,134,0,"200,000 .. 500,000",0,0,0,0,0,0,0,11
1371720,Card Shark,Nerial,Devolver Digital,,2097,192,0,"200,000 .. 500,000",0,0,0,0,1199,1999,40,24
405830,Turok 2: Seeds of Evil,"Iguana Entertainment, Nightdive Studios",Nightdive Studios,,2045,191,0,"200,000 .. 500,000",106,0,106,0,1999,1999,0,12
736850,We. The Revolution,Polyslash,Klabater,,1453,420,0,"200,000 .. 500,000",0,0,0,0,399,1999,80,15
591370,Production Line : Car factory simulation,Positech Games,Positech Games,,2679,560,0,"200,000 .. 500,000",1221,0,1221,0,2499,2499,0,20
1123050,GRIME,Clover Bite,Akupara Games,,3955,649,0,"200,000 .. 500,000",746,134,746,134,2499,2499,0,131
455910,STAR WARS: Rogue Squadron 3D,"Factor 5, LucasArts","LucasArts, Lucasfilm, Disney",,861,316,0,"200,000 .. 500,000",263,0,414,0,999,999,0,2
804010,SteamWorld Quest: Hand of Gilgamech,Image &amp; Form Games,Thunderful Publishing,,1470,210,0,"200,000 .. 500,000",0,0,0,0,2499,2499,0,8
1162930,Split or Steal,Rootpew,Rootpew,,966,278,0,"200,000 .. 500,000",33,0,51,0,0,0,0,0
1927720,Monument Valley: Panoramic Edition,ustwo games,ustwo games,,3070,47,0,"200,000 .. 500,000",80,0,142,0,799,799,0,16
292500,Kero Blaster,Studio Pixel,PLAYISM,,1221,83,0,"200,000 .. 500,000",215,0,215,0,299,999,70,4
1389990,Oblivity - Find your perfect Sensitivity,Poly Games,Poly Games,,890,207,0,"200,000 .. 500,000",169,0,255,0,999,999,0,21
620350,Dark Hope: A Puzzle Adventure,"Broken Bunny Studios, Inc","Broken Bunny Studios, Inc",,9,8,0,"200,000 .. 500,000",0,0,0,0,999,999,0,0
1449200,AI: THE SOMNIUM FILES - nirvanA Initiative,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",,2276,296,0,"200,000 .. 500,000",0,0,0,0,5999,5999,0,15
1039880,Hellsplit: Arena,Deep Type Games,Deep Type Games,,2995,502,0,"200,000 .. 500,000",325,0,325,0,2499,2499,0,21
1053680,Granny Simulator,Nick Kestle,Nick Kestle,,4413,445,0,"200,000 .. 500,000",96,0,96,0,499,499,0,19
1195290,Moncage,Optillusion,XD,,4427,323,0,"200,000 .. 500,000",137,0,202,0,1049,1499,30,4
33130,Zombie Shooter,Sigma Team Inc.,Sigma Team Inc.,,891,182,0,"200,000 .. 500,000",193,0,193,0,499,499,0,4
556160,PHAT STACKS,ColloseusX,Phat Phrog Studios,,100,109,0,"200,000 .. 500,000",213,0,213,0,199,199,0,0
461880,Hyposphere,Atum Software,Sometimes You,,104,99,0,"200,000 .. 500,000",301,0,303,0,299,299,0,0
2072450,Like a Dragon: Infinite Wealth,Ryu Ga Gotoku Studio,SEGA,,4130,436,0,"200,000 .. 500,000",2081,2081,2848,2848,6999,6999,0,20370
1485870,Evil Inside - Prologue,JanduSoft,JanduSoft,,621,273,0,"200,000 .. 500,000",0,0,0,0,0,0,0,11
712050,Otaku's Fantasy,Dieselmine,Paradise Project,,2650,352,0,"200,000 .. 500,000",119,0,171,0,0,0,0,2
1330000,Stolen Realm,Burst2Flame Entertainment,Burst2Flame Entertainment,,1749,235,0,"200,000 .. 500,000",935,0,935,0,1999,1999,0,74
1283190,Neighbours back From Hell,Farbworks,HandyGames,,3388,219,0,"200,000 .. 500,000",273,0,502,0,1499,1499,0,19
1938010,WILD HEARTS,"KOEI TECMO GAMES CO., LTD.",Electronic Arts,,5222,5957,0,"200,000 .. 500,000",7978,0,9949,0,6999,6999,0,80
408930,ePic Character Generator,Overhead Games,Overhead Games,,843,165,0,"200,000 .. 500,000",27,0,27,0,0,0,0,1
294750,Anomaly Defenders,11 bit studios,11 bit studios,,460,126,0,"200,000 .. 500,000",194,0,206,0,999,999,0,3
527750,Merger 3D,"Mahhaon, Art-Arcade, Sun Pixel",Sometimes You,,91,114,0,"200,000 .. 500,000",215,0,215,0,299,299,0,0
1557990,Retail Royale,DarxDev,DarxDev,,3899,1128,0,"200,000 .. 500,000",62,0,69,0,499,499,0,7
1190970,House Flipper 2,"Frozen District, Empyrean","Frozen District, PlayWay S.A.",,4147,1199,0,"200,000 .. 500,000",474,29,611,29,3999,3999,0,2164
821880,Idol Manager,Glitch Pitch,PLAYISM,,3115,433,0,"200,000 .. 500,000",766,0,1269,0,1999,1999,0,47
586970,Hungry Flame,EGAMER,SA Industry,,183,88,0,"200,000 .. 500,000",233,0,273,0,109,1099,90,0
1057990,Viking Trickshot,"Doodad Games, Ethan Close",Doodad Games,,52,6,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
501320,The Shrouded Isle,"Jongwoo Kim, Erica Lahaie, FX Bilodeau, Tanya Short",Kitfox Games,,955,409,0,"200,000 .. 500,000",151,0,171,0,1299,1299,0,1
361630,404Sight,Retro Yeti Games,Retro Yeti Games,,1414,248,0,"200,000 .. 500,000",18,0,27,0,0,0,0,0
319570,Heroes of SoulCraft - Arcade MOBA,MobileBits,MobileBits,,194,283,0,"200,000 .. 500,000",12,0,19,0,0,0,0,1
281750,Munin,Gojira,Daedalic Entertainment,,727,155,0,"200,000 .. 500,000",1376,0,240,0,499,499,0,2
1452650,Monstrum 2 Beta,Team Junkfish,Junkfish Limited,,81,74,0,"200,000 .. 500,000",60,0,60,0,0,0,0,0
438080,Surfingers,Digital Melody,Forever Entertainment S. A.,,478,130,0,"200,000 .. 500,000",160,0,174,0,199,199,0,1
2005010,"Warhammer 40,000: Boltgun",Auroch Digital,Focus Entertainment,,10246,941,0,"200,000 .. 500,000",227,0,257,0,2199,2199,0,89
1339790,Battleground,xFAIRx,xFAIRx,,13,11,0,"200,000 .. 500,000",0,0,0,0,99,99,0,0
774461,The Jackbox Party Pack 5,"Jackbox Games, Inc.","Jackbox Games, Inc.",,2401,162,0,"200,000 .. 500,000",256,0,178,0,2999,2999,0,48
1543150,The Fermi Paradox,Anomaly Games,"Anomaly Games, Wings",,658,199,0,"200,000 .. 500,000",1081,0,1081,0,1519,1899,20,9
280640,Dark Shadows - Army of Evil,Burian Media Enterprises,Volens Nolens Games,,96,197,0,"200,000 .. 500,000",74,0,106,0,499,499,0,0
1437830,Heroes of the Three Kingdoms 2,"USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd.",,1364,81,0,"200,000 .. 500,000",94,0,181,0,99,99,0,488
454690,Cyber City 2157: The Visual Novel,Harotobira,Sometimes You,,116,101,0,"200,000 .. 500,000",305,0,309,0,499,499,0,0
451020,Battle Chasers: Nightwar,Airship Syndicate,THQ Nordic,,6041,851,0,"200,000 .. 500,000",2703,0,3162,0,749,2999,75,33
1054510,Survivalist: Invisible Strain,Bob,Ginormocorp Holdings Ltd,,2611,358,0,"200,000 .. 500,000",25,0,25,0,999,999,0,104
477770,Ride 2,Milestone S.r.l.,Milestone S.r.l.,,2519,375,0,"200,000 .. 500,000",3075,0,4476,0,2499,2499,0,14
253110,The Cat Lady,Harvester Games,Screen 7,,4894,336,0,"200,000 .. 500,000",0,0,0,0,299,999,70,11
574720,Little Big Workshop,Mirage Game Studios,HandyGames,,2565,481,0,"200,000 .. 500,000",29,0,29,0,1999,1999,0,48
496640,Strange Night,Labory,SA Industry,,250,158,0,"200,000 .. 500,000",144,0,230,0,49,499,90,0
434610,Forbidden Planet,Faton,Faton,,171,162,0,"200,000 .. 500,000",204,0,211,0,499,499,0,0
1094030,Lurk in the Dark : Prologue,IDEA FRUITION,IDEA FRUITION,,1698,208,0,"200,000 .. 500,000",0,0,0,0,0,0,0,20
256370,MXGP - The Official Motocross Videogame,Milestone S.r.l.,"Plug In Digital, Milestone S.r.l.",,1195,296,0,"200,000 .. 500,000",2038,0,3056,0,999,999,0,3
911430,Good Company,Chasing Carrots,The Irregular Corporation,,1187,426,0,"200,000 .. 500,000",3420,0,3420,0,2499,2499,0,20
207350,Ys Origin,Nihon Falcom,XSEED Games,,2891,198,0,"200,000 .. 500,000",68,0,68,0,1999,1999,0,16
1222800,VALKYRIE CONNECT,Ateam Entertainment Inc.,Ateam Entertainment Inc.,,735,225,0,"200,000 .. 500,000",2041,0,2041,0,0,0,0,207
72400,Clones,Tomkorp Computer Solutions Inc.,Tomkorp Computer Solutions Inc.,,285,95,0,"200,000 .. 500,000",133,0,133,0,199,199,0,0
251870,Go! Go! Nippon! ~My First Trip to Japan~,OVERDRIVE,MangaGamer,,2693,420,0,"200,000 .. 500,000",1380,0,2472,0,999,999,0,4
330820,2064: Read Only Memories,"MidBoss, LLC.",Chorus Worldwide Games,,1265,322,0,"200,000 .. 500,000",36,0,70,0,1999,1999,0,3
230700,La-Mulana,NIGORO,PLAYISM,,1865,459,0,"200,000 .. 500,000",14,0,14,0,374,1499,75,13
1138660,Black Book,Morteshka,HypeTrain Digital,,4801,354,0,"200,000 .. 500,000",9,0,9,0,999,2499,60,34
355050,Sky Force Anniversary,Infinite Dreams,Infinite Dreams,,1836,149,0,"200,000 .. 500,000",0,0,0,0,999,999,0,4
267750,Shadowrun Chronicles - Boston Lockdown,Cliffhanger Productions,Cliffhanger Productions,,786,546,0,"200,000 .. 500,000",53,0,53,0,0,0,0,0
208500,F1 2012,Codemasters,"Codemasters, Electronic Arts",,3768,272,0,"200,000 .. 500,000",2022,0,1076,0,0,0,0,45
672630,Academia : School Simulator,Squeaky Wheel Studio Inc,Paradox Interactive,,2257,382,0,"200,000 .. 500,000",951,0,951,0,1999,1999,0,27
306660,Ultimate General: Gettysburg,Game-Labs,Game-Labs,,2138,507,0,"200,000 .. 500,000",166,0,269,0,1499,1499,0,14
1199030,Tainted Grail: Conquest,Questline,Awaken Realms,,6280,610,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,44
1158370,Aragami 2,Lince Works,Lince Works,,2438,797,0,"200,000 .. 500,000",6087,0,6087,0,3499,3499,0,166
720560,Vigil: The Longest Night,Glass Heart Games,Glass Heart Games,,2634,377,0,"200,000 .. 500,000",0,0,0,0,2199,2199,0,10
287340,Colin McRae Rally,Codemasters Digital,Codemasters,,1004,1313,0,"200,000 .. 500,000",45,0,45,0,0,0,0,2
385710,INK,ZackBellGames,ZackBellGames,,1281,294,0,"200,000 .. 500,000",107,0,34,0,499,499,0,1
609920,Hotshot Racing,"Sumo Digital Ltd, Lucky Mountain Games",Curve Games,,1401,454,0,"200,000 .. 500,000",65,0,107,0,1999,1999,0,7
208520,Omerta - City of Gangsters,Haemimont Games,Kalypso Media Digital,,1492,760,0,"200,000 .. 500,000",1101,0,739,0,599,1499,60,22
586620,OR,Camagames,,,65,111,0,"200,000 .. 500,000",217,0,211,0,99,199,50,0
224900,Iron Sky: Invasion,Reality Pump,Topware Interactive,,641,464,0,"200,000 .. 500,000",369,0,423,0,1999,1999,0,1
1325400,VEGAS Pro 18 Edit Steam Edition,MAGIX Software GmbH,MAGIX Software GmbH,,443,1861,0,"200,000 .. 500,000",0,0,0,0,11920,14900,20,39
250050,Life Goes On: Done to Death,Infinite Monkeys Entertainment Ltd.,Infinite Monkeys Entertainment Ltd.,,2271,94,0,"200,000 .. 500,000",171,0,254,0,1299,1299,0,3
490980,Daily Chthonicle: Editor's Edition,Sinister Systems,Sometimes You,,110,39,0,"200,000 .. 500,000",219,0,223,0,399,399,0,0
1527910,Gladio and Glory,Adi Zhavo,Adi Zhavo,,3268,318,0,"200,000 .. 500,000",0,0,0,0,0,0,0,15
267490,Batman: Arkham Origins Blackgate - Deluxe Edition,"Armature Studio, LLC",WB Games,,1012,1411,0,"200,000 .. 500,000",3153,0,4706,0,1999,1999,0,9
296710,Monstrum,Team Junkfish,Junkfish Limited,,2828,268,0,"200,000 .. 500,000",400,0,786,0,899,1799,50,17
863570,Super Seducer 2 - Advanced Seduction Tactics,RLR Training Inc,,,1361,278,0,"200,000 .. 500,000",17,0,25,0,1299,1299,0,7
1645820,SurrounDead,PlaySurrounDead,PlaySurrounDead,,3811,497,0,"200,000 .. 500,000",200,0,276,0,1199,1199,0,109
245490,Trials Fusion,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",Ubisoft,,1507,702,0,"200,000 .. 500,000",236,0,326,0,1999,1999,0,7
1062810,Inkbound,Shiny Shoe,Shiny Shoe,,1950,178,0,"200,000 .. 500,000",2970,0,2970,0,1999,1999,0,260
46290,Theatre of War,Fulqrum Publishing,Fulqrum Publishing,,193,118,0,"200,000 .. 500,000",0,0,0,0,399,399,0,2
381640,Allods Online RU,IT Territory,MY.GAMES,,1067,570,0,"200,000 .. 500,000",125,0,125,0,0,0,0,0
24400,King Arthur - The Role-playing Wargame,NeocoreGames,Paradox Interactive,,393,171,0,"200,000 .. 500,000",336,0,336,0,499,499,0,5
63200,Monday Night Combat,Uber Entertainment,Uber Entertainment,,898,247,0,"200,000 .. 500,000",1526,0,2889,0,499,499,0,0
836480,恋爱模拟器 Love Simulation,"橘子班, 大好网",PeriScope Game,,577,467,0,"200,000 .. 500,000",158,0,158,0,199,199,0,1
434520,Simutrans,The Simutrans Team,The Simutrans Team,,408,126,0,"200,000 .. 500,000",0,0,0,0,0,0,0,35
786520,SAO Utils: Beta,Joshua Chen,Studio GPBeta,,2530,360,0,"200,000 .. 500,000",24484,0,6358,0,399,399,0,2031
235380,Blitzkrieg 3,Nival,Nival,,3935,3210,0,"200,000 .. 500,000",323,0,479,0,999,999,0,36
418650,Space Pirate Trainer,I-Illusions,I-Illusions,,2634,156,0,"200,000 .. 500,000",124,0,183,0,1499,1499,0,2
290770,The Fall,Over The Moon,Over The Moon,,3176,439,0,"200,000 .. 500,000",0,0,0,0,999,999,0,3
716490,EXAPUNKS,Zachtronics,Zachtronics,,1526,86,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,16
1040430,Adventure Climb VR,MXTreality,MXTreality,,233,80,0,"200,000 .. 500,000",0,0,0,0,0,0,0,3
817130,WWE 2K19,"Visual Concepts, Yuke's Co., LTD",2K,,2772,962,0,"200,000 .. 500,000",3518,0,4389,0,0,0,0,40
213030,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,Zeboyd Games,"Penny Arcade, Inc.",,481,85,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
235620,Small World,Days of Wonder,"Days of Wonder, Twin Sails Interactive",,973,433,0,"200,000 .. 500,000",84,0,120,0,999,999,0,15
361800,Tree of Life,OddOneGames,OddOneGames,,4410,2344,0,"200,000 .. 500,000",48,0,58,0,0,0,0,2
65600,Gothic 3: Forsaken Gods Enhanced Edition,"Trine Studios, G3 Community Patch Team, Mad Vulture Games",THQ Nordic,,558,542,0,"200,000 .. 500,000",3370,0,6111,0,999,999,0,7
1166140,Forbidden Art,AIXLAB,AIXLAB,,6,0,0,"200,000 .. 500,000",0,0,0,0,1499,1499,0,0
385380,Planet Centauri,Permadeath,Permadeath,,1540,368,0,"200,000 .. 500,000",67,0,103,0,1499,1499,0,9
267130,Star Swarm Stress Test,Oxide Games,Stardock Entertainment,,286,31,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
457680,OPUS: The Day We Found Earth,SIGONO INC.,SIGONO INC.,,1239,189,0,"200,000 .. 500,000",0,0,0,0,1499,1499,0,3
420970,RoBoRumble,Metropolis,TopWare Interactive ACE,,124,84,0,"200,000 .. 500,000",317,0,362,0,799,799,0,1
407230,Legend of Mysteria RPG,Labyrinthine,Senpai Studios,,560,230,0,"200,000 .. 500,000",205,0,242,0,199,199,0,1
1504500,OPUS: Echo of Starsong - Full Bloom Edition,SIGONO INC.,SIGONO INC.,,7257,235,0,"200,000 .. 500,000",541,0,541,0,1249,2499,50,34
300570,Infinifactory,Zachtronics,Zachtronics,,2224,120,0,"200,000 .. 500,000",223,0,370,0,2499,2499,0,11
405710,Staxel,Plukit,Humble Games,,3654,928,0,"200,000 .. 500,000",206,0,295,0,1999,1999,0,28
322110,20XX,"Batterystaple Games, Fire Hose Games",Batterystaple Games,,3856,338,0,"200,000 .. 500,000",283,0,295,0,1499,1499,0,7
671610,Warfork,Team Forbidden,Team Forbidden,,1781,205,0,"200,000 .. 500,000",0,0,0,0,0,0,0,23
664830,Zombotron,Ant.Karlov Games,Ant.Karlov Games,,2521,313,0,"200,000 .. 500,000",550,0,550,0,1499,1499,0,17
2850,X: Tension,Egosoft,Egosoft,,88,28,0,"200,000 .. 500,000",1,0,1,0,499,499,0,2
399670,Game Corp DX,Endless Loop Studios,Endless Loop Studios,,2686,376,0,"200,000 .. 500,000",246,0,285,0,299,299,0,2
