appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
252350,Double Dragon: Neon,"WayForward, Abstraction Games","Midnight City, Majesco Entertainment",,1857,545,0,"200,000 .. 500,000",410,0,548,0,999,999,0,1
1118920,TrenchesWIP,Big OOF Games PTY LTD,-,,1073,391,0,"200,000 .. 500,000",0,0,0,0,0,0,0,6
1836740,Elemgate,CWPGames,CWPGames,,8,0,0,"200,000 .. 500,000",0,0,0,0,1499,1499,0,0
1437840,Heroes of the Three Kingdoms 3,"USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd.",,527,81,0,"200,000 .. 500,000",3290,0,6574,0,199,199,0,43
686600,Rapture Rejects,"Galvanic Games, Explosm Games",tinyBuild,,694,1057,0,"200,000 .. 500,000",24,0,26,0,0,0,0,0
1408610,Call of the Wild: The Angler,Expansive Worlds,Expansive Worlds,,3270,2215,0,"200,000 .. 500,000",983,0,1721,0,1499,2999,50,280
1408230,Walkabout Mini Golf VR,Mighty Coconut,Mighty Coconut,,2638,50,0,"200,000 .. 500,000",429,0,606,0,1499,1499,0,32
765710,Light Bearers,"FAT BOMB STUDIOS, LLC","FAT BOMB STUDIOS, LLC",,1049,123,0,"200,000 .. 500,000",118,0,227,0,0,0,0,1
583490,InfiniPicross,Reverse Impact,Reverse Impact,,123,54,0,"200,000 .. 500,000",227,0,269,0,199,199,0,0
222980,Dead Pixels,CSR-Studios,CSR-Studios,,2076,314,0,"200,000 .. 500,000",180,0,85,0,299,299,0,0
628750,aMAZE 2,Blender Games,Blender Games,,659,110,0,"200,000 .. 500,000",250,0,302,0,37,199,81,0
842100,Daymare: 1998,Invader Studios,"Destructive Creations, All in! Games",,2369,995,0,"200,000 .. 500,000",121,0,121,0,2999,2999,0,20
474830,Time in Time,ErayTek,ErayTek,,76,28,0,"200,000 .. 500,000",404,0,404,0,99,99,0,2
2357910,Home Safety Hotline,Night Signal Entertainment,Night Signal Entertainment,,610,58,0,"200,000 .. 500,000",0,0,0,0,1499,1499,0,66
15210,Silent Hunter III,Ubisoft,Ubisoft,,1919,278,0,"200,000 .. 500,000",126,0,69,0,999,999,0,92
339400,Runestone Keeper,Blackfire,Cimugames,,2053,371,0,"200,000 .. 500,000",1361,0,1961,0,999,999,0,5
1812620,DSX,Paliverse,Paliverse,,1178,681,0,"200,000 .. 500,000",4873,1,9746,1,499,499,0,1343
940710,Colt Canyon,Retrific,Headup Publishing,,941,126,0,"200,000 .. 500,000",364,0,364,0,1499,1499,0,9
1578860,Billionaire Lovers,Ayacat Games,Ayacat Games,,3216,150,0,"200,000 .. 500,000",43,0,76,0,299,299,0,2
222420,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,"SNK CORPORATION, Code Mystics",SNK CORPORATION,,2300,255,0,"200,000 .. 500,000",0,0,0,0,1499,1499,0,31
1544360,LEGO Builder's Journey,Light Brick Studio,LEGO® Games,,2749,580,0,"200,000 .. 500,000",8,0,8,0,1999,1999,0,2
227080,Papo & Yo,Minority Media Inc.,Minority Media,,2614,184,0,"200,000 .. 500,000",3,0,3,0,1499,1499,0,1
96800,Nexuiz,IllFonic,"IllFonic, Psyop Games",,179,140,0,"200,000 .. 500,000",101,0,101,0,999,999,0,0
1680880,Forspoken,Square Enix,Square Enix,,4450,2832,0,"200,000 .. 500,000",333,151,333,151,6999,6999,0,61
283350,Eurofighter Typhoon,Rage Software,Funbox Media Ltd,,52,165,0,"200,000 .. 500,000",0,0,0,0,299,299,0,0
998930,Seek Girl,DSGame,DSGame,,3829,1053,0,"200,000 .. 500,000",7,0,7,0,0,0,0,4
600370,Paradigm,Jacob Janerka,Jacob Janerka,,1412,86,0,"200,000 .. 500,000",0,0,0,0,1499,1499,0,2
385370,Radiator 2: Anniversary Edition,Robert Yang,Robert Yang,,2487,402,0,"200,000 .. 500,000",24,0,32,0,0,0,0,2
354430,STAR WARS - X-Wing Special Edition,Lucasfim,"LucasArts, Lucasfim, Disney",,299,90,0,"200,000 .. 500,000",10,0,8,0,999,999,0,5
2610,GUN,Neversoft,Activision,,1604,150,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,7
1103950,ANAREA Battle Royale,AXC GAMES,AXC GAMES,,825,1004,0,"200,000 .. 500,000",0,0,0,0,0,0,0,1
1367300,Blade Assault,TeamSuneat,NEOWIZ,,1560,471,0,"200,000 .. 500,000",20,0,21,0,1799,1799,0,10
1419860,Tukoni,"Oksana Bula, Oleksii Furman, Oleksii Sysoiev","Oksana Bula, Oleksii Furman",,3402,90,0,"200,000 .. 500,000",0,0,0,0,0,0,0,1
1167140,Siege Survival: Gloria Victis,Black Eye Games,Ravenscourt,,1133,309,0,"200,000 .. 500,000",183,0,183,0,2499,2499,0,39
544610,Battlestar Galactica Deadlock,Black Lab Games,Slitherine Ltd.,,2602,487,0,"200,000 .. 500,000",56,0,68,0,3999,3999,0,86
623550,Timen runner,REX PEX GAMES,REX PEX GAMES,,74,52,0,"200,000 .. 500,000",253,0,310,0,99,99,0,0
302270,Dungeon Defenders Eternity,Nom Nom Games,Trendy Entertainment,,790,797,0,"200,000 .. 500,000",128,0,149,0,0,0,0,0
283680,Astebreed: Definitive Edition,Edelweiss,PLAYISM,,1347,175,0,"200,000 .. 500,000",25,0,25,0,399,1999,80,1
244430,realMyst: Masterpiece Edition,Cyan Worlds Inc,Cyan Worlds Inc,,1273,155,0,"200,000 .. 500,000",1189,0,1189,0,1799,1799,0,8
450670,Table Top Racing: World Tour,Playrise Digital Ltd.,Playrise Digital Ltd.,,509,154,0,"200,000 .. 500,000",0,0,0,0,399,399,0,3
1540150,Crazy Flasher Series 2021,Andy Law,Andy Law,,2264,297,0,"200,000 .. 500,000",74,0,109,0,99,99,0,18
758370,Through the Ages,CGE Digital,CGE Digital,,1813,186,0,"200,000 .. 500,000",0,0,0,0,1599,1599,0,135
285130,Battleplan: American Civil War,The Mustard Corporation,"KPL, Osprey Publishing",,140,154,0,"200,000 .. 500,000",161,0,216,0,999,999,0,0
268400,Panzer Corps Gold,"Flashback Games, The Lordz Games Studio",Slitherine Ltd.,,2211,199,0,"200,000 .. 500,000",157,0,157,0,2999,2999,0,381
40420,Tidalis,"Arcen Games, LLC","Arcen Games, LLC",,150,79,0,"200,000 .. 500,000",183,0,355,0,499,499,0,0
457710,Road Madness,Faton,Faton,,161,343,0,"200,000 .. 500,000",226,0,248,0,499,499,0,0
1575870,UpGun,"MaxEstLa, Zino",MaxEstLa,,2303,425,0,"200,000 .. 500,000",154,0,81,0,0,0,0,99
1218210,Coromon,TRAGsoft,Freedom Games,,4050,577,0,"200,000 .. 500,000",282,0,354,0,1999,1999,0,96
1104660,MO:Astray,Archpray Inc.,Rayark International Limited,,4292,370,0,"200,000 .. 500,000",0,0,0,0,1499,1499,0,4
452710,Realities,realities.io,realities.io,,188,66,0,"200,000 .. 500,000",308,0,2,0,0,0,0,0
726110,Overcrowd: A Commute 'Em Up,SquarePlay Games,SquarePlay Games,,1306,281,0,"200,000 .. 500,000",0,0,0,0,599,1999,70,15
739540,Break the Game,Simon Fredholm,Simon Fredholm,,468,159,0,"200,000 .. 500,000",0,0,0,0,999,999,0,1
564310,Serious Sam Fusion 2017 (beta),Croteam,"Devolver Digital, Croteam",,4111,303,0,"200,000 .. 500,000",583,107,12,107,1499,1499,0,31
257400,Fuse,Mixamo,Mixamo,,1430,776,0,"200,000 .. 500,000",103,0,27,0,0,0,0,17
1389260,Isles of Limbo,Argonautics,DigiPen Institute of Technology,,199,75,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
370020,Templar Battleforce,Trese Brothers,Trese Brothers,,839,58,0,"200,000 .. 500,000",0,0,0,0,999,999,0,3
2166060,Amanda the Adventurer,MANGLEDmaw Games,DreadXP,,4190,230,0,"200,000 .. 500,000",237,0,247,0,899,899,0,33
259550,Hero of the Kingdom,Lonely Troops,Lonely Troops,,4158,289,0,"200,000 .. 500,000",109,0,140,0,799,799,0,4
20550,Red Faction II,Volition,Deep Silver,,568,504,0,"200,000 .. 500,000",0,0,0,0,999,999,0,4
414120,Modbox,Modbox,Modbox,,191,29,0,"200,000 .. 500,000",0,0,0,0,1499,1499,0,1
368590,Albert and Otto,K Bros Games,K Bros Games,,409,223,0,"200,000 .. 500,000",293,0,306,0,499,499,0,0
382050,Eon Altar,Flying Helmet Games,Flying Helmet Games,,640,117,0,"200,000 .. 500,000",147,0,247,0,499,499,0,0
1139940,ATOM RPG Trudograd,AtomTeam,AtomTeam,,3110,500,0,"200,000 .. 500,000",41,0,41,0,1099,1099,0,66
322450,FRAMED Collection,Loveshack Entertainment,Fellow Traveller,,2250,171,0,"200,000 .. 500,000",50,0,50,0,199,999,80,14
619780,The Swords of Ditto: Mormo's Curse,onebitbeyond,Devolver Digital,,1395,832,0,"200,000 .. 500,000",3,0,3,0,1499,1499,0,3
666150,Prehistoric Kingdom,Blue Meridian,Crytivo,,2000,385,0,"200,000 .. 500,000",0,0,0,0,2999,2999,0,63
299720,Terrorhedron Tower Defense,Dan Walters,Dan Walters,,965,184,0,"200,000 .. 500,000",352,0,352,0,199,199,0,1
963710,Lost in Vivo,KIRA,KIRA,,2844,195,0,"200,000 .. 500,000",2,0,2,0,1199,1199,0,8
1724470,Valkyrie: Journey To Midgard,Succubella Games,Angel And Demons,,7,5,0,"200,000 .. 500,000",0,0,0,0,299,299,0,0
1377360,Vampires' Melody,AsicxArt,SakuraGame,,4224,89,0,"200,000 .. 500,000",212,0,250,0,79,399,80,40
9060,HeXen II,Raven Software,id Software,,375,86,0,"200,000 .. 500,000",1,0,1,0,149,499,70,3
254200,FortressCraft Evolved!,ProjectorGames,Digital Tribe,,2126,808,0,"200,000 .. 500,000",100,0,136,0,1299,1299,0,23
998740,Ring of Pain,"Simon Boxer, Twice Different",Humble Games,,3964,363,0,"200,000 .. 500,000",912,0,1298,0,1999,1999,0,63
969760,Omno,Studio Inkyfox,"Future Friends Games, StudioInkyfox",,1886,154,0,"200,000 .. 500,000",605,0,605,0,1899,1899,0,4
238280,Legend of Dungeon,Robot Loves Kitty,,,1184,431,0,"200,000 .. 500,000",237,0,353,0,999,999,0,1
108110,Starpoint Gemini,Little Green Men Games,Little Green Men Games,,47,95,0,"200,000 .. 500,000",954,0,954,0,1399,1399,0,1
774351,Citystate,Andy Sztark,Andy Sztark,,586,188,0,"200,000 .. 500,000",0,0,0,0,1499,1499,0,8
39550,SpellForce 2 - Anniversary Edition,"Phenomic, THQ Nordic",THQ Nordic,,813,271,0,"200,000 .. 500,000",87,0,87,0,1499,1499,0,38
1038250,DIRT 5,Codemasters,"Codemasters, Electronic Arts",,3268,2877,0,"200,000 .. 500,000",6496,0,12255,0,5999,5999,0,35
305640,Shattered Planet,Kitfox Games,Kitfox Games,,427,200,0,"200,000 .. 500,000",140,0,140,0,149,1499,90,2
829660,No Time to Relax,Porcelain Fortress,Porcelain Fortress,,1359,105,0,"200,000 .. 500,000",0,0,0,0,1399,1399,0,57
265120,Meridian: New World,Elder Games,Headup Publishing,,243,273,0,"200,000 .. 500,000",0,0,0,0,699,699,0,0
254960,Silent Storm Gold Edition,Nival,THQ Nordic,,852,101,0,"200,000 .. 500,000",0,0,0,0,999,999,0,1
310360,Higurashi When They Cry Hou - Ch.1 Onikakushi,07th Expansion,MangaGamer,,4276,184,0,"200,000 .. 500,000",1,0,1,0,0,0,0,13
1271280,Rift Wizard,Dylan White,Dylan White,,859,64,0,"200,000 .. 500,000",0,0,0,0,974,1499,35,26
250380,Knock-knock,Ice-Pick Lodge,Ice-Pick Lodge,,1548,224,0,"200,000 .. 500,000",96,0,165,0,999,999,0,2
248470,Doorways: Prelude,Saibot Studios,Saibot Studios,,384,233,0,"200,000 .. 500,000",149,0,209,0,999,999,0,0
860890,Factory Town,Erik Asmussen,Erik Asmussen,,3715,357,0,"200,000 .. 500,000",276,0,276,0,1999,1999,0,95
422630,Metaverse Construction Kit,Metaware,Metaware,,148,74,0,"200,000 .. 500,000",78,0,137,0,0,0,0,0
558420,Stories Untold,No Code,Devolver Digital,,4163,603,0,"200,000 .. 500,000",114,0,91,0,999,999,0,3
909750,Bloodbound,Sketchy Realms,Sketchy Realms,,12,1,0,"200,000 .. 500,000",0,0,0,0,1499,1499,0,0
619220,GoBlock's Impossible Medley,Gambreng Games,GameChanger Studio,,29,6,0,"200,000 .. 500,000",0,0,0,0,99,99,0,0
323720,Decay: The Mare,Shining Gate Software,Daedalic Entertainment,,1396,434,0,"200,000 .. 500,000",410,575,507,575,499,499,0,3
9500,Gish,"Cryptic Sea, Edmund McMillen",Chronic Logic,,264,183,0,"200,000 .. 500,000",78,0,154,0,999,999,0,0
641780,The Drone Racing League Simulator,The Drone Racing League,The Drone Racing League,,2932,547,0,"200,000 .. 500,000",550,0,370,0,999,999,0,79
438490,GOD EATER 2 Rage Burst,"BANDAI NAMCO Studio, SHIFT, QLOC",BANDAI NAMCO Entertainment,,3284,936,0,"200,000 .. 500,000",2146,0,3206,0,4999,4999,0,25
41800,Gratuitous Space Battles,Positech Games,Positech Games,,606,217,0,"200,000 .. 500,000",59,0,67,0,1499,1499,0,2
1735420,Fake Hostel,Romantic Room,Romantic Room,,285,180,0,"200,000 .. 500,000",94,0,94,0,499,499,0,1
1593030,Terra Nil,Free Lives,Devolver Digital,,4113,688,0,"200,000 .. 500,000",0,0,0,0,2499,2499,0,68
1345890,Deliver Us Mars,KeokeN Interactive,Frontier Foundry,,1363,447,0,"200,000 .. 500,000",0,0,0,0,2999,2999,0,14
343750,Firefly Online Cortex,Spark Plug Games,QMx Interactive,,277,381,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
2422150,Speedway Challenge 2023,Artur Berkowski Berobasket,Artur Berkowski Berobasket,,79,3,0,"200,000 .. 500,000",0,0,0,0,1099,1099,0,45
507390,Gone In November,Florastamine,Sometimes You,,240,141,0,"200,000 .. 500,000",219,0,213,0,99,99,0,0
495570,ConflictCraft,"Cristian Manolachi, Atomic Fabrik","Cristian Manolachi, Atomic Fabrik",,637,131,0,"200,000 .. 500,000",226,0,242,0,99,99,0,4
270090,//N.P.P.D. RUSH//- The milk of Ultraviolet,Rail Slave Games,KPL,,254,522,0,"200,000 .. 500,000",317,0,273,0,399,399,0,0
1164940,Trepang2,Trepang Studios,Team17,,6216,392,0,"200,000 .. 500,000",0,0,0,0,2344,3499,33,128
1525770,The Dark Side of the Moon: An Interactive FMV Thriller,Tayanna Studios,Tayanna Studios,,98,48,0,"200,000 .. 500,000",0,0,0,0,899,899,0,0
720620,TaleSpire,Bouncyrock Entertainment,Bouncyrock Entertainment,,3590,249,0,"200,000 .. 500,000",50,0,50,0,2499,2499,0,601
1423410,Zone of Death,MAD Studio,MAD Studio,,3,3,0,"200,000 .. 500,000",0,0,0,0,399,399,0,0
387840,Alpha Runner,LightsoutGames,Lightsoutgames,,339,93,0,"200,000 .. 500,000",672,0,1220,0,99,99,0,0
349500,Cubicle Quest,Ian Isaro,GrabTheGames,,511,180,0,"200,000 .. 500,000",351,0,351,0,499,499,0,1
248310,Freedom Planet,GalaxyTrail,GalaxyTrail,,4361,219,0,"200,000 .. 500,000",60,0,60,0,1499,1499,0,3
292180,X-Plane 10 Global - 64 Bit,Laminar Research,Aerosoft GmbH,,718,300,0,"200,000 .. 500,000",262,0,262,0,0,0,0,2
337150,Sentinels of the Multiverse,Handelabra Games Inc.,Handelabra Games Inc.,,1387,165,0,"200,000 .. 500,000",27,0,27,0,999,999,0,21
1681970,神都不良探 Underdog Detective,天津芸芸科技有限公司,天津芸芸科技有限公司,,1907,738,0,"200,000 .. 500,000",62,0,62,0,799,799,0,4
306200,The Happy Hereafter,"Alawar, Mirball Games",ESDigital Games,,317,87,0,"200,000 .. 500,000",1996,0,1996,0,399,399,0,0
259340,Chicken Shoot Gold,ToonTRAXX Studios,Topware Interactive,,596,290,0,"200,000 .. 500,000",258,0,301,0,899,899,0,2
41300,Altitude,Nimbly Games,Nimbly Games,,1721,149,0,"200,000 .. 500,000",73,0,72,0,0,0,0,1
3540,Peggle Nights,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",,1848,66,0,"200,000 .. 500,000",174,0,174,0,499,499,0,47
19000,Silent Hill Homecoming,Double Helix Games,KONAMI,,1354,1434,0,"200,000 .. 500,000",59,0,59,0,3999,3999,0,8
1295500,"Warhammer 40,000: Battlesector",Black Lab Games,Slitherine Ltd.,,3731,427,0,"200,000 .. 500,000",374,0,586,0,3999,3999,0,118
1150080,Azur Lane Crosswave,"IDEA FACTORY, COMPILE HEART, FELISTELLA",Idea Factory International,,4996,2219,0,"200,000 .. 500,000",192,0,366,0,3999,3999,0,13
1545560,Shadow Gambit: The Cursed Crew,Mimimi Games,Mimimi Games,,3235,142,0,"200,000 .. 500,000",0,0,0,0,3999,3999,0,286
683930,A Wonder,Class of  2016-2017,Campus ADN,,59,60,0,"200,000 .. 500,000",2,0,2,0,0,0,0,1
1633740,Pegasus: Broken Wings,Astronomic Games,Astronomic Games,,12,4,0,"200,000 .. 500,000",0,0,0,0,699,699,0,0
459090,Masquerada: Songs and Shadows,Witching Hour Studios,Ysbryd Games,,459,53,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,1
1263370,Seek Girl:Fog Ⅰ,DSGame,DSGame,,3877,705,0,"200,000 .. 500,000",195,0,154,0,399,399,0,7
901735,The Stronghold Collection,FireFly Studios,FireFly Studios,,4160,533,0,"200,000 .. 500,000",0,0,0,0,2499,2499,0,0
254440,Pool Nation,Cherry Pop Games,Cherry Pop Games,,2500,290,0,"200,000 .. 500,000",211,0,304,0,209,699,70,10
111800,Blocks That Matter,Swing Swing Submarine,Sigma Team Inc.,,598,173,0,"200,000 .. 500,000",137,0,259,0,499,499,0,0
1397170,Anime Wave Simulator,SeedWall,SeedWall,,42,34,0,"200,000 .. 500,000",0,0,0,0,199,199,0,0
251130,Chroma Squad,Behold Studios,Behold Studios,,3918,288,0,"200,000 .. 500,000",153,0,175,0,1499,1499,0,7
365770,Volume,Bithell Games,Bithell Games,,526,168,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,0
303800,The Witcher Adventure Game,"CD PROJEKT RED, Can Explode",CD PROJEKT RED,,996,307,0,"200,000 .. 500,000",3061,0,6108,0,999,999,0,3
410670,Suits: A Business RPG,Technomancy Studios,Technomancy Studios,,818,104,0,"200,000 .. 500,000",162,0,215,0,99,99,0,3
531520,TankCraft,Snowdon Games,Snowdon Games,,33,15,0,"200,000 .. 500,000",0,0,0,0,99,99,0,103
475190,Scanner Sombre,Introversion Software,Introversion Software,,3104,374,0,"200,000 .. 500,000",9,0,17,0,599,599,0,1
15390,Brothers in Arms: Hell's Highway,Gearbox Software,Ubisoft,,1693,171,0,"200,000 .. 500,000",6065,0,6065,0,999,999,0,8
205840,Yesterday,Pendulo Studios,Focus Entertainment,,755,150,0,"200,000 .. 500,000",0,0,0,0,499,499,0,2
202130,Impire,Cyanide Montreal,Paradox Interactive,,196,240,0,"200,000 .. 500,000",311,0,311,0,1999,1999,0,1
1457150,Leafling,Celtaria Productions,Celtaria Productions,,443,184,0,"200,000 .. 500,000",0,0,0,0,0,0,0,1
1168660,Barro 2020,SC Jogos,SC Jogos,,1412,237,0,"200,000 .. 500,000",5,0,5,0,49,99,51,9
1176710,Space Crew: Legendary Edition,Runner Duck,Curve Games,,1324,377,0,"200,000 .. 500,000",4,0,4,0,2499,2499,0,18
351510,Quiplash,"Jackbox Games, Inc.","Jackbox Games, Inc.",,1846,208,0,"200,000 .. 500,000",150,0,47,0,999,999,0,23
339230,ZOMBI,Straight Right,Ubisoft,,1634,888,0,"200,000 .. 500,000",210,0,251,0,1999,1999,0,4
15300,Tom Clancy's Ghost Recon,Red Storm Entertainment,Ubisoft,,1195,89,0,"200,000 .. 500,000",6081,0,6081,0,999,999,0,19
301320,NoLimits 2 Roller Coaster Simulation,Ole Lange,Mad Data GmbH & Co. KG,,1249,53,0,"200,000 .. 500,000",0,0,0,0,3999,3999,0,91
1029500,中华三国志 the Three Kingdoms of China,中三之家,中三之家,,1106,184,0,"200,000 .. 500,000",0,0,0,0,0,0,0,25
4890,Cossacks II: Battle for Europe,GSC Game World,GSC World Publishing,,747,188,0,"200,000 .. 500,000",0,0,0,0,499,499,0,35
444410,Find Out,Vorobiov Vadym,Bitlock Studio,,81,62,0,"200,000 .. 500,000",183,0,214,0,99,99,0,0
11140,Sherlock Holmes: The Awakened (2008),Frogwares,Frogwares,,501,185,0,"200,000 .. 500,000",273,0,273,0,999,999,0,4
500260,Ben and Ed - Blood Party,Sluggerfly,Sluggerfly,,2035,257,0,"200,000 .. 500,000",159,0,121,0,1499,1499,0,7
356370,Soccer Manager 2015,Soccer Manager Ltd,Soccer Manager Ltd,,351,160,0,"200,000 .. 500,000",6,0,10,0,0,0,0,0
258200,Talisman: Prologue,Nomad Games,Nomad Games,,204,158,0,"200,000 .. 500,000",255,0,259,0,0,0,0,1
603960,Star of Providence,Team D-13,Team D-13,,1757,40,0,"200,000 .. 500,000",2700,0,2700,0,1499,1499,0,14
493720,Haven Moon,Francois Roussel,Francois Roussel,,460,125,0,"200,000 .. 500,000",0,0,0,0,1199,1199,0,1
1444110,Summerland,FYRE Games,FYRE Games,,1475,142,0,"200,000 .. 500,000",0,0,0,0,0,0,0,2
1100620,Football Manager 2020 Touch,Sports Interactive,SEGA,,883,126,0,"200,000 .. 500,000",6416,0,9624,0,0,0,0,122
298480,Victory At Sea,Evil Twin Artworks,Evil Twin Artworks,,414,139,0,"200,000 .. 500,000",0,0,0,0,2499,2499,0,6
1118240,Lake,Gamious,"Whitethorn Games, Gamious",,3225,499,0,"200,000 .. 500,000",0,0,0,0,999,1999,50,39
347160,Steredenn,Pixelnest Studio,TyGAMES,,788,109,0,"200,000 .. 500,000",0,0,0,0,1299,1299,0,0
280360,Interstellaria,Coldrice Games LLC,,,228,177,0,"200,000 .. 500,000",0,0,0,0,999,999,0,0
63500,Swords and Soldiers HD,Ronimo Games,Ronimo Games,,748,216,0,"200,000 .. 500,000",45,0,22,0,599,599,0,0
70420,Chantelise - A Tale of Two Sisters,EasyGameStation,Carpe Fulgur LLC,,526,173,0,"200,000 .. 500,000",841,0,841,0,999,999,0,3
294810,BlazBlue: Continuum Shift Extend,Arc System Works,"H2 Interactive Co., Ltd.",,1377,145,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,8
1902710,Weird RPG,yuzhen,INDIECN,,3415,234,0,"200,000 .. 500,000",12,0,12,0,1099,1099,0,11
414740,RAID: World War II,Lion game Lion,Starbreeze Publishing AB,,1215,996,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,10
345820,Shantae and the Pirate's Curse,WayForward,WayForward,,2443,178,0,"200,000 .. 500,000",126,0,126,0,1999,1999,0,8
389170,Songs for a Hero - Definitive Edition,"Dumativa, Castro Brothers","Dumativa, Nuuvem Inc",,3451,119,0,"200,000 .. 500,000",29,0,29,0,1499,1499,0,17
311140,The Stalin Subway,Orion Games,ESDigital Games,,370,246,0,"200,000 .. 500,000",128,0,128,0,399,399,0,1
334070,Hektor,Rubycone,Rubycone,,606,367,0,"200,000 .. 500,000",202,0,246,0,999,999,0,0
600480,Megaquarium,Twice Circled,Twice Circled,,2865,155,0,"200,000 .. 500,000",992,0,1940,0,2499,2499,0,51
294160,Galcon 2: Galactic Conquest,"Hassey Enterprises, Inc.","Hassey Enterprises, Inc.",,709,136,0,"200,000 .. 500,000",37,0,37,0,0,0,0,4
1175140,Vecter,Taranasus,Taranasus,,2728,93,0,"200,000 .. 500,000",0,0,0,0,0,0,0,1
635880,Chicken Labyrinth Puzzles,ZemunBRE,SA Industry,,142,64,0,"200,000 .. 500,000",210,0,210,0,49,499,90,0
234160,Strike Suit Infinity,Born Ready Games Ltd.,Born Ready Games,,491,102,0,"200,000 .. 500,000",173,0,325,0,699,699,0,1
592580,PRO EVOLUTION SOCCER 2018,"Konami Digital Entertainment Co., Ltd.",Konami Digital Entertainment,,2562,1536,0,"200,000 .. 500,000",677,0,1338,0,0,0,0,70
6200,Ghost Master,Sick Puppies,Strategy First,,1575,183,0,"200,000 .. 500,000",335,0,643,0,499,499,0,4
1239020,TOGETHER BnB,AURORA Games,AURORA Games,,4099,2454,0,"200,000 .. 500,000",291,0,325,0,1799,1799,0,38
289760,ROCKETSROCKETSROCKETS,"Radial Games Corp, Loren Bednar, Dr. Kimberly Voll, Lindsay Jorgensen",Radial Games Corp,,409,136,0,"200,000 .. 500,000",0,0,0,0,699,699,0,0
1291170,Terrordrome - Reign of the Legends,Huracan Studio,Forthright Entertainment,,98,24,0,"200,000 .. 500,000",0,0,0,0,1499,1499,0,0
1546320,Your Chronicle,Samurai Games,Samurai Games,,1110,279,0,"200,000 .. 500,000",76,0,76,0,0,0,0,1799
785770,Emergency Call 112 – The Fire Fighting Simulation 2,Crenetic,Aerosoft GmbH,,2423,1714,0,"200,000 .. 500,000",1231,0,1231,0,2999,2999,0,124
201510,Flatout 3: Chaos & Destruction,Team 6 Studios,Strategy First,,614,2918,0,"200,000 .. 500,000",1029,0,20,0,999,999,0,1
287100,Chaos Domain,"Holy Warp, Black Wing Foundation",Holy Warp,,257,573,0,"200,000 .. 500,000",1,0,1,0,299,299,0,0
656600,Slash It Ultimate,EGAMER,SA Industry,,424,166,0,"200,000 .. 500,000",219,0,272,0,1399,1399,0,0
49470,Magic: The Gathering - Duels of the Planeswalkers 2012,Stainless Games Ltd,Wizards of the Coast LLC,,833,119,0,"200,000 .. 500,000",772,0,772,0,0,0,0,6
457210,SEUM: Speedrunners from Hell,Pine Studio,Pine Studio,,2749,147,0,"200,000 .. 500,000",302,0,197,0,1499,1499,0,7
91900,Post Apocalyptic Mayhem,Steel Monkeys,Next Dimension Game Adventures Ltd.,,1257,240,0,"200,000 .. 500,000",53,0,94,0,999,999,0,0
1292940,Cube Escape Collection,Rusty Lake,Rusty Lake,,5496,93,0,"200,000 .. 500,000",462,0,324,0,499,499,0,88
371310,Karos Returns,Galaxy Gate,RedFox Games,,358,137,0,"200,000 .. 500,000",17,0,17,0,0,0,0,0
1383550,Soul Dossier ,（Hong Kong）GKD Game Studio,鸽屋咕游戏,,825,584,0,"200,000 .. 500,000",78,0,78,0,0,0,0,0
690810,Killing Floor: Incursion,Tripwire Interactive,Tripwire Interactive,,498,452,0,"200,000 .. 500,000",0,0,0,0,499,1999,75,1
502800,SENRAN KAGURA ESTIVAL VERSUS,Tamsoft,"XSEED Games, Marvelous USA, Inc., Marvelous",,4807,278,0,"200,000 .. 500,000",1384,0,1779,0,2999,2999,0,41
261490,Bedlam,RedBedlam,KISS ltd,,655,207,0,"200,000 .. 500,000",63,0,63,0,0,0,0,0
931650,Braveland Heroes,Tortuga Team,Tortuga Team,,237,202,0,"200,000 .. 500,000",131,0,261,0,0,0,0,8
1083600,Grow Defense,SoftCowGames,SoftCowGames,,412,130,0,"200,000 .. 500,000",0,0,0,0,0,0,0,81
248710,Iesabel,,Forever Entertainment S. A.,,229,521,0,"200,000 .. 500,000",0,0,0,0,499,499,0,0
1919460,Seraph's Last Stand,Sad Socket,Sad Socket,,3383,219,0,"200,000 .. 500,000",140,0,263,0,99,99,0,127
262120,Toy Soldiers: Complete,"Signal Studios, Krome Studios",Signal Studios,,797,236,0,"200,000 .. 500,000",0,0,0,0,1499,1499,0,6
211260,They Bleed Pixels,Spooky Squid Games Inc.,Spooky Squid Games Inc.,,2089,420,0,"200,000 .. 500,000",100,0,123,0,999,999,0,0
80310,Gemini Rue,Joshua Nuernberger,Wadjet Eye Games,,1558,197,0,"200,000 .. 500,000",0,0,0,0,999,999,0,3
