name,release_date,rating,rating_top,metacritic,playtime,genres
Portal 2,2011-04-18,4.61,5,95.0,11,"Shooter, Puzzle"
The Legend of Zelda: Ocarina of Time 3D,2011-06-19,4.54,5,94.0,13,"Adventure, RPG, Puzzle"
Batman: Arkham City,2011-10-18,4.42,5,94.0,20,Action
The Elder Scrolls V: Skyrim,2011-11-11,4.42,5,94.0,46,"Action, RPG"
The Legend of Zelda: Skyward Sword,2011-11-20,4.13,4,93.0,33,Adventure
Uncharted 3: Drake's Deception,2011-11-01,4.37,5,92.0,12,"Adventure, Action"
Galactic Civilizations II: Ultimate Edition,2011-12-02,2.66,1,92.0,1,Strategy
Gears of War 3,2011-09-20,4.2,4,91.0,16,Shooter
Shadow of the Colossus (2011),2011-09-22,4.25,5,91.0,3,Action
Forza Motorsport 4,2011-01-03,3.9,4,91.0,65,Racing
Where's My Water?,2011-09-22,3.97,4,90.0,0,"Family, Puzzle"
Jetpack Joyride,2011-09-01,3.57,4,90.0,5,"Arcade, Casual, Adventure, Action"
Total War: SHOGUN 2,2011-03-14,3.61,4,90.0,5,Strategy
MLB 11 The Show,2011-03-08,3.57,4,90.0,4,Sports
Pushmo,2011-04-28,3.91,4,90.0,9,Puzzle
METAL GEAR SOLID HD EDITION,2011-11-08,4.36,5,90.0,178,"Shooter, Adventure, Action"
Super Mario 3D Land,2011-11-03,4.17,4,90.0,17,Platformer
Super Street Fighter IV: 3D Edition,2011-03-27,3.69,4,89.0,0,Fighting
Infinity Blade II,2011-12-01,4.0,4,89.0,0,"Adventure, Action"
Dark Souls,2011-09-22,4.34,5,89.0,48,"Action, RPG"
Deus Ex: Human Revolution,2011-08-22,4.37,5,89.0,17,"Action, RPG"
Project Gotham Racing 3,2011-12-19,0.0,0,88.0,0,Action
The Witcher 2: Assassins of Kings,2011-05-17,4.33,5,88.0,41,RPG
Dead Space Mobile,2011-01-25,3.97,4,88.0,0,"Shooter, Action"
DiRT 3,2011-05-24,3.67,4,87.0,2,"Racing, Arcade, Sports"
Blueprint 3D HD,2011-11-10,0.0,0,87.0,0,"Family, Puzzle"
Angry Birds Rio,2011-03-22,3.53,4,87.0,2,"Casual, Arcade, Puzzle"
"Pokémon Black, White",2011-03-06,4.21,4,87.0,0,"Adventure, RPG"
Dead Space 2,2011-01-25,4.37,5,87.0,5,"Shooter, Action"
Rayman Origins,2011-11-15,4.13,4,86.0,2,"Family, Platformer, Arcade, Action"
Bug Princess,2011-12-15,4.5,5,86.0,0,"Casual, Arcade, Action"
NHL 12,2011-09-09,3.26,4,86.0,0,Sports
Bastion,2011-07-20,4.15,4,86.0,4,"Indie, Adventure, Action, RPG"
Battlefield 3,2011-10-25,4.07,4,86.0,4,"Shooter, Action"
Tiny Wings,2011-02-18,4.17,4,85.0,0,"Casual, Arcade, Action"
Mario Kart 7,2011-12-04,4.1,4,85.0,30,Racing
Cut the Rope: Experiments,2011-08-04,4.15,4,85.0,0,"Action, Puzzle"
Call of Duty: Modern Warfare 3,2011-11-08,3.77,4,85.0,8,"Shooter, Action"
Star Wars: The Old Republic,2011-12-20,3.85,4,85.0,5,"Massively Multiplayer, RPG"
FIFA 12,2011-09-27,3.43,4,85.0,0,Sports
Crysis 2,2011-03-22,3.84,4,85.0,13,"Shooter, Action"
Mortal Kombat (2011),2011-04-19,4.48,5,85.0,0,Fighting
Batman: Arkham City Armored Edition,2011-10-18,3.83,4,85.0,0,"Adventure, Action"
Mortal Kombat (PS Vita),2011-04-19,0.0,0,85.0,0,"Action, Fighting"
Frozen Synapse,2011-05-25,3.27,4,85.0,2,"Strategy, Indie, Action"
Maximo: Ghosts To Glory,2011-10-04,0.0,4,84.0,0,"Platformer, Action"
Beyond Good & Evil HD,2011-03-02,3.91,4,84.0,1,"Adventure, Action"
SpaceChem,2011-01-01,3.09,4,84.0,2,"Strategy, Indie, Simulation, Puzzle"
Ni no Kuni: Wrath of the White Witch,2011-11-17,4.19,4,84.0,47,RPG
SHIFT 2 UNLEASHED,2011-03-08,3.53,4,84.0,2,Racing
Marvel vs. Capcom 3: Fate of Two Worlds,2011-02-15,3.5,4,84.0,4,"Arcade, Fighting"
God of War: Origins Collection,2011-09-13,4.0,4,84.0,0,"Adventure, Action"
RIFT,2011-03-01,2.96,3,84.0,4,"Adventure, Action, RPG, Strategy, Massively Multiplayer"
NBA 2K12,2011-10-04,3.49,4,84.0,8,Sports
Saints Row: The Third,2011-11-15,3.95,4,84.0,14,"Adventure, Action"
Ascension: Deckbuilding Game,2011-06-30,4.24,5,84.0,2,"Adventure, Action, Casual, Strategy, Card, Indie, Board Games"
Football Manager 2012,2011-10-21,4.06,5,84.0,94,"Strategy, Sports"
The Binding of Isaac,2011-09-28,3.9,4,84.0,5,"Indie, Action, RPG"
Resistance 3,2011-09-06,4.01,4,83.0,12,"Shooter, Action"
Orcs Must Die!,2011-10-05,3.7,4,83.0,3,"Strategy, Indie, Action"
Bulletstorm,2011-02-22,4.08,4,83.0,4,"Shooter, Action"
inFAMOUS 2,2011-06-07,4.13,4,83.0,13,"Adventure, Action"
EverQuest II Free-To-Play. Your Way.,2011-12-07,2.29,1,83.0,2,"Massively Multiplayer, RPG"
F1 2011,2011-09-19,3.48,4,83.0,2,"Racing, Sports"
Universe Sandbox,2011-04-29,3.02,3,83.0,2,"Casual, Indie, Simulation"
Shaun the Sheep - Home Sheep Home 2,2011-12-08,3.78,4,83.0,1,"Adventure, Action, Puzzle, Casual, Indie"
Top Spin 4,2011-03-15,4.53,5,83.0,2,Sports
L.A. Noire,2011-05-17,4.17,4,83.0,7,"Adventure, Action"
Outland,2011-04-26,2.89,3,83.0,3,"Indie, Platformer, Adventure, Action"
Anno 2070,2011-11-17,3.83,4,83.0,11,Strategy
Okamiden,2011-03-15,4.0,5,82.0,0,"Adventure, Action"
Tiny Tower,2011-06-23,4.2,5,82.0,0,"Family, Simulation"
Waves,2011-11-16,3.5,4,82.0,1,"Casual, Indie, Arcade, Action"
NCAA Football 12,2011-07-12,3.24,5,82.0,0,"Simulation, Sports"
Gemini Rue,2011-02-23,3.67,4,82.0,2,"Indie, Adventure, RPG"
Wizorb,2011-11-07,3.48,4,81.0,2,"Indie, Adventure, Action"
TrackMania² Canyon,2011-09-14,3.84,4,81.0,3,"Racing, Sports"
To the Moon,2011-01-10,4.29,5,81.0,4,"Indie, Adventure, RPG"
Dragon Age 2,2011-03-08,3.84,4,81.0,10,"Adventure, Action, RPG"
Rochard,2011-11-15,3.09,3,81.0,1,"Casual, Indie, Action"
Jamestown: Legend of the Lost Colony,2011-06-08,3.32,4,81.0,1,"Indie, Arcade, Action"
Darkest Hour: A Hearts of Iron Game,2011-04-05,2.61,1,81.0,1,Strategy
Critical Mass,2011-06-20,2.16,1,81.0,1,"Casual, Indie"
Star Fox 64 3D,2011-07-14,4.07,4,81.0,0,"Shooter, Action"
Terraria,2011-05-16,4.06,4,81.0,14,"Platformer, Indie, Action"
STREET FIGHTER X TEKKEN,2011-09-05,3.32,4,81.0,4,"Action, Fighting"
Assassin's Creed Revelations,2011-11-15,3.98,4,80.0,14,"Adventure, Action"
Stacking,2011-02-07,3.35,4,80.0,3,"Adventure, Action, RPG, Puzzle, Indie"
"Warhammer 40,000: Dawn of War II: Retribution",2011-02-28,3.81,4,80.0,7,"Strategy, RPG"
Uncharted: Golden Abyss,2011-12-17,3.81,4,80.0,16,"Adventure, Action"
LEGO Harry Potter: Years 5-7,2011-11-11,3.69,4,80.0,4,Action
Anomaly: Warzone Earth,2011-04-07,2.92,4,80.0,2,"Strategy, Indie, Action, Simulation"
The Sims FreePlay,2011-12-15,2.85,3,80.0,2,"Adventure, Simulation"
Temple Run,2011-08-04,3.31,4,80.0,0,"Casual, Arcade, Action"
Halo: Combat Evolved Anniversary,2011-11-15,4.01,4,80.0,13,Shooter
Catherine,2011-02-17,4.14,4,80.0,4,"Adventure, Action, RPG, Puzzle"
Capsized,2011-04-28,2.8,3,80.0,1,"Indie, Platformer, Adventure, Action"
Driver San Francisco,2011-09-01,3.77,4,80.0,4,"Racing, Arcade, Action"
The Sims 3 Pets,2011-10-18,3.81,4,79.0,45,"Strategy, Simulation"
Dungeons of Dredmor,2011-07-13,3.46,4,79.0,3,"Indie, RPG"
Bloodline Champions,2011-01-13,2.68,1,79.0,1,"Massively Multiplayer, Action"
Fruit Ninja: Puss in Boots,2011-10-20,0.0,0,79.0,0,"Casual, Arcade, Action"
Skylanders Spyro's Adventure,2011-10-13,3.32,4,79.0,0,"Platformer, Arcade, Action"
Rage,2011-10-03,3.42,4,79.0,5,"Shooter, Action"
NightSky,2011-01-06,2.71,3,78.0,1,"Action, Puzzle, Casual, Strategy, Indie"
The Sims Medieval,2011-03-22,3.77,4,78.0,24,"Strategy, Simulation"
inFAMOUS Festival of Blood,2011-10-25,3.82,4,78.0,6,"Adventure, Action"
Rocksmith,2011-10-18,4.19,4,78.0,9,"Casual, Simulation"
Two Worlds II: Pirates of the Flying Fortress,2011-09-20,0.0,0,78.0,0,"Action, RPG"
Tropico 4,2011-08-24,3.5,4,78.0,4,"Strategy, Simulation"
Cthulhu Saves the World,2011-07-13,2.98,4,78.0,3,"Indie, Adventure, RPG"
Section 8: Prejudice,2011-03-01,3.0,3,77.0,3,"Shooter, Action"
Hamilton's Great Adventure,2011-05-31,2.67,3,77.0,2,"Casual, Indie, Adventure, Action"
Kirby's Return to Dream Land,2011-10-24,4.05,4,77.0,0,Platformer
Gears of War 3: RAAM's Shadow,2011-12-13,3.71,4,77.0,0,Shooter
MotorStorm: Apocalypse,2011-03-16,3.61,4,77.0,0,"Racing, Arcade"
Magic: The Gathering - Duels of the Planeswalkers 2012,2011-06-14,3.39,4,77.0,9,"Strategy, Adventure"
Men of War: Assault Squad,2011-02-23,3.67,4,77.0,2,Strategy
Sonic Generations,2011-11-01,3.9,4,77.0,2,"Family, Platformer, Arcade, Action"
Might & Magic: Heroes VI,2011-10-13,3.41,4,77.0,9,"Strategy, RPG"
PAYDAY The Heist,2011-10-18,3.34,4,76.0,4,"Shooter, Action"
Atelier Totori: The Adventurer of Arland,2011-09-27,3.83,5,76.0,0,RPG
Galaxy on Fire 2 Full HD,2011-08-25,3.36,4,76.0,1,"Strategy, Adventure, RPG"
Madden NFL 12,2011-08-30,2.83,4,76.0,1,Sports
El Shaddai: Ascension of the Metatron,2011-04-28,3.82,4,76.0,12,"Action, Fighting"
Red Orchestra 2: Heroes of Stalingrad with Rising Storm,2011-09-13,3.25,4,76.0,4,Action
From Dust,2011-07-27,3.44,4,76.0,2,"Strategy, Adventure, Simulation"
LEGO Star Wars III - The Clone Wars,2011-03-21,3.75,4,76.0,3,"Arcade, Family, Adventure, Action"
Solatorobo: Red the Hunter,2011-09-27,3.86,4,76.0,0,"Action, RPG"
Shadows of the Damned,2011-06-07,3.89,4,76.0,2,"Shooter, Action"
Insanely Twisted Shadow Planet,2011-08-03,3.6,4,76.0,1,"Indie, Shooter, Adventure, Action"
Renegade Ops,2011-09-13,2.98,4,76.0,2,"Shooter, Action"
