name,release_date,rating,rating_top,metacritic,playtime,genres
Arena Football (Commodore 64),1988-02-07,0.0,0,66.0,0,Sports
Super Contra (1988),1988-01-08,4.24,4,61.0,0,"Platformer, Action"
Altered Beast (1988),1988-11-27,3.37,3,40.0,2,"Arcade, Action"
Forgotten Worlds (1988),1988-07-01,0.0,0,,0,
The Colony,1988-01-01,0.0,0,,0,"Adventure, Puzzle"
Amagon,1988-12-02,0.0,0,,0,Platformer
Total Eclipse,1988-01-01,0.0,0,,0,"Shooter, Adventure, Action"
Downhill Challenge,1988-01-01,0.0,0,,0,Sports
Waterloo,1988-12-31,0.0,0,,0,
Inside Outing,1988-01-01,0.0,0,,0,
Star Goose!,1988-01-01,0.0,0,,0,Arcade
Wizard's Lair,1988-01-01,0.0,0,,0,RPG
Arcade Volleyball,1988-01-01,0.0,0,,0,"Arcade, Sports"
Golvellius - The Valley of Doom,1988-08-14,0.0,0,,0,"Adventure, RPG"
Super Skateboardin' (1988),1988-01-01,0.0,0,,0,"Strategy, Platformer, Sports"
Jaseiken Necromancer,1988-01-22,0.0,0,,0,RPG
Crack'ed,1988-01-01,0.0,0,,0,Shooter
XZR II: Kanketsuhen,1988-12-17,0.0,0,,0,RPG
Panzer Strike,1988-03-02,0.0,0,,0,"Strategy, Simulation"
Thud Ridge: American Aces In 'Nam,1988-01-01,0.0,0,,0,
Pioneer Plague,1988-01-01,0.0,0,,0,Action
Beach Buggy Simulator,1988-01-01,0.0,0,,0,Racing
The Computer Edition of Scrabble,1988-01-01,0.0,0,,0,Strategy
Word Whiz,1988-01-01,0.0,0,,0,Puzzle
Gamma Strike,1988-01-01,0.0,0,,0,
Phantom Fighter,1988-09-16,0.0,0,,0,Action
The Legend of Blacksilver,1988-01-01,0.0,0,,0,RPG
To Hell and Back,1988-01-01,0.0,0,,0,Platformer
Arcade Game Construction Kit,1988-01-01,0.0,0,,0,
Better Dead Than Alien,1988-01-01,0.0,0,,0,
Football Manager 2,1988-01-01,0.0,0,,0,"Simulation, Sports"
Quadralien,1988-01-01,0.0,0,,0,
The NewZealand Story,1988-01-01,0.0,0,,0,
Madden NFL,1988-01-01,0.0,0,,0,Sports
Ocean Ranger,1988-01-01,0.0,0,,0,Strategy
Bogey Blaster,1988-01-01,0.0,0,,0,Simulation
Mars Saga,1988-01-01,0.0,0,,0,RPG
Battles of Napoleon,1988-01-01,0.0,0,,0,
Xenon,1988-01-01,0.0,4,,0,Arcade
Captain Blood,1988-01-01,0.0,0,,0,"Adventure, Simulation"
Time Bandit,1988-01-01,0.0,0,,0,"Arcade, Adventure, Action"
Eco,1988-01-01,0.0,0,,0,
King's Quest 4: The Perils of Rosella (SCI Version),1988-09-01,0.0,0,,0,Adventure
Klad 3,1988-08-01,0.0,0,,0,Arcade
Magic Johnson's Fast Break,1988-01-01,0.0,0,,0,Sports
Bad Dudes,1988-03-02,3.43,3,,0,Action
Bionic Commando (1988),1988-12-02,0.0,4,,0,"Arcade, Action"
Bases Loaded II: Second Season,1988-08-10,0.0,0,,0,Sports
Cobra Command,1988-11-01,0.0,0,,0,Shooter
Famicom Wars,1988-08-12,0.0,0,,0,Strategy
Gyruss (1988),1988-11-18,0.0,0,,0,
A Question of Sport,1988-01-01,0.0,0,,0,Sports
688 Attack Sub,1988-01-01,3.67,4,,0,Simulation
Chase H.Q.,1988-10-01,3.56,4,,0,Racing
Xexyz,1988-08-26,0.0,0,,0,Platformer
Saint Seiya: Ougon Densetsu Kanketsu Hen,1988-01-01,0.0,0,,0,"Action, RPG"
Who Framed Roger Rabbit,1988-07-26,0.0,0,,0,"Adventure, Action"
Universe 3,1988-12-31,0.0,0,,0,
Blade Warrior,1988-01-01,0.0,0,,0,
