name,release_date,rating,rating_top,metacritic,playtime,genres
Paperboy,1985-04-01,3.64,4,71.0,0,"Adventure, Action"
The Rats,1985-01-01,0.0,0,,0,
Citadel (1985),1985-01-01,0.0,0,,0,Puzzle
Bored of the Rings,1985-01-01,0.0,0,,0,
Critical Mass (1985),1985-01-01,0.0,0,,0,Action
Brian Jacks Superstar Challenge,1985-01-01,0.0,0,,0,
SUPER DIMENSION FORTRESS MACROSS,1985-01-01,0.0,0,,0,Action
Dynamite Dan,1985-01-01,0.0,0,,0,
Norway 1985,1985-01-01,0.0,0,,0,
Infernal Runner,1985-01-01,0.0,0,,0,
Terrormolinos,1985-01-01,0.0,0,,0,Adventure
Hex (1985),1985-01-01,0.0,0,,0,
SameGame,1985-01-01,0.0,0,,0,Puzzle
Dragon Skulle,1985-01-01,0.0,0,,0,
Software Star,1985-01-01,0.0,0,,0,Strategy
Grand National,1985-01-01,0.0,0,,0,Sports
Spooks,1985-01-01,0.0,0,,0,Puzzle
Eddie Kidd Jump Challenge,1985-01-01,0.0,0,,0,Sports
The Vortex Factor,1985-01-31,0.0,0,,0,Adventure
The Screamer,1985-05-25,0.0,0,,0,"Action, RPG"
The Great American Cross-Country Road Race,1985-01-01,0.0,0,,0,Racing
Master of the Lamps,1985-01-01,0.0,0,,0,
Teddy Boy Blues,1985-01-01,0.0,0,,0,
Lord of the Rings: Game One,1985-01-01,0.0,0,,0,Adventure
Ballyhoo (1985),1985-12-15,0.0,0,,0,
The Pawn,1985-01-01,0.0,0,,0,
Star Trek: The Kobayashi Alternative,1985-01-01,0.0,0,,0,
Chimera,1985-01-01,0.0,0,,0,
Bounces,1985-01-01,0.0,0,,0,"Fighting, Sports"
Mindwheel,1985-04-01,0.0,0,,0,Adventure
Field Combat,1985-07-09,0.0,0,,0,Action
Infiltrator,1985-12-31,0.0,0,,0,"Arcade, Adventure, Action, Simulation"
Thexder (1985),1985-01-01,0.0,0,,0,Adventure
Portopia Renzoku Satsujin Jiken,1985-11-29,0.0,0,,0,"Casual, Adventure, Simulation"
Road Runner,1985-01-01,0.0,0,,0,
Binary Land,1985-12-19,3.54,4,,0,"Action, Puzzle"
Retro Classix: BreakThru,1985-12-31,0.0,0,,0,Action
Choujikuu Yousai Macross,1985-12-10,0.0,0,,0,"Shooter, Action"
Lode Runner's Rescue,1985-01-01,0.0,0,,0,Action
Déjà Vu (1985),1985-01-01,0.0,0,,0,Adventure
Reversi,1985-01-01,0.0,0,,0,"Strategy, Family, Board Games, Puzzle"
Ghosts 'n Goblins (1985),1985-09-19,3.6,4,,0,Arcade
Gun.Smoke,1985-11-01,4.34,4,,0,
Wrecking Crew (1985),1985-06-18,3.8,4,,0,"Action, Puzzle"
Lunar Pool,1985-12-05,3.98,4,,1,Sports
Sky Destroyer,1985-11-14,3.94,4,,0,Action
AntiXonix,1985-01-01,0.0,0,,0,Arcade
Road Blaster,1985-08-01,0.0,0,,0,"Racing, Action"
Rock'n Wrestle,1985-01-01,0.0,0,,0,
Nine Princes in Amber,1985-01-01,0.0,0,,0,Adventure
Perry Mason: The Case of the Mandarin Murder,1985-01-01,0.0,0,,0,
Super Punch-Out!! (1985),1985-12-31,0.0,0,,0,Sports
Motos,1985-09-20,0.0,0,,0,Action
Soccer (1985),1985-04-09,3.71,4,,0,"Simulation, Sports"
The Way of the Exploding Fist,1985-01-01,0.0,0,,0,Fighting
Kennedy Approach,1985-01-01,0.0,0,,0,Simulation
SpaceWar,1985-01-01,0.0,0,,0,Arcade
Déjà Vu,1985-01-01,0.0,0,,0,Adventure
Tiger Heli,1985-01-01,0.0,0,,0,
Dig Dug II (1985),1985-03-12,3.0,3,,0,Action
A Mind Forever Voyaging,1985-01-01,0.0,0,,0,Adventure
Confuzion,1985-01-01,0.0,0,,0,Puzzle
Law of the West,1985-01-01,0.0,0,,0,Adventure
Scarabaeus,1985-01-01,0.0,0,,0,
Jet Set Willy II,1985-01-01,0.0,0,,0,
The Arc of Yesod,1985-01-01,0.0,0,,0,
One Man and His Droid,1985-01-01,0.0,0,,0,"Action, Puzzle"
Roller Coaster,1985-01-01,0.0,0,,0,"Action, Puzzle"
Turbo Sub,1985-01-01,0.0,0,,0,
Everyone's A Wally,1985-01-03,0.0,0,,0,"Action, Puzzle"
Penguin Wars,1985-01-01,0.0,0,,0,
Ghetto Blaster,1985-01-01,0.0,0,,0,Action
Fairlight,1985-01-01,0.0,0,,0,
Commando,1985-04-01,3.4,4,,0,Action
Championship Lode Runner,1985-04-17,0.0,0,,0,Puzzle
Ultima IV: Quest of the Avatar,1985-09-15,2.21,1,,1,"Adventure, RPG"
Karateka (1985),1985-12-05,3.45,4,,0,"Arcade, Action"
Zippy Race,1985-07-18,0.0,4,,0,Racing
The Adventures of Buckaroo Banzai: Across the Eighth Dimension,1985-12-31,0.0,0,,0,Adventure
Ice Climber,1985-01-30,3.85,4,,5,Platformer
Soccer,1985-04-09,3.44,3,,18,"Casual, Sports"
Super Huey,1985-01-01,0.0,0,,0,"Arcade, Action, Simulation"
Fast Tracks: The Computer Slot Car Construction Kit,1985-01-01,0.0,0,,0,Racing
Thing on a Spring,1985-01-01,0.0,0,,0,Puzzle
Blackwyche,1985-01-01,0.0,0,,0,
Robin of the Wood,1985-01-01,0.0,0,,0,
Rocketball,1985-01-01,0.0,0,,0,Sports
The Halley Project,1985-01-01,0.0,0,,0,Simulation
The Empire of Karn,1985-01-01,0.0,0,,0,Adventure
Racing Destruction Set,1985-01-01,0.0,0,,0,Racing
The Eidolon,1985-01-01,0.0,0,,0,Adventure
Spellbound (1985),1985-01-01,0.0,0,,0,
Brian Bloodaxe,1985-01-01,0.0,0,,0,
Rags to Riches (1985),1985-01-01,0.0,0,,0,
Quake Minus One,1985-01-01,0.0,0,,0,Strategy
Soul of a Robot,1985-01-01,0.0,0,,0,
Chuckie Egg 2,1985-01-01,0.0,0,,0,Adventure
The Inheritance: Panic in Las Vegas,1985-01-01,0.0,0,,0,Puzzle
Imhotep,1985-10-15,0.0,0,,0,
Metro-Cross,1985-12-15,0.0,0,,0,"Platformer, Action, Sports"
Demon's Winter (1985),1985-12-31,0.0,0,,0,
Silent Service 1+2,1985-12-30,0.0,0,,0,Simulation
Hang-On,1985-07-01,3.86,4,,0,Racing
Cyrus,1985-01-01,0.0,0,,0,
Master Blaster,1985-01-01,0.0,0,,0,Arcade
Essex,1985-01-01,0.0,0,,0,Strategy
Arnhem,1985-01-01,0.0,0,,0,
Back to Skool,1985-01-02,0.0,0,,0,Adventure
Tau Ceti,1985-01-01,0.0,0,,0,"Action, Simulation"
Project Space Station,1985-01-01,0.0,0,,0,Simulation
Hacker,1985-01-01,0.0,0,,0,"Strategy, Puzzle"
Phantasie (1985),1985-01-01,0.0,0,,0,RPG
Koronis Rift,1985-01-01,0.0,0,,0,Strategy
International Karate,1985-11-01,0.0,0,,0,Fighting
Outlaws (1985),1985-01-01,0.0,0,,0,Shooter
G.I. Joe (1985),1985-01-01,0.0,0,,0,"Platformer, Action"
10-Yard Fight,1985-08-30,0.0,1,,0,Sports
Dough Boy,1985-12-11,0.0,0,,0,Action
Gyromite,1985-08-13,0.0,0,,0,Puzzle
King Kong 2: Ikari no Megaton Punch,1985-12-18,0.0,0,,0,Action
Lot Lot,1985-12-21,0.0,0,,0,Puzzle
Xanadu (1985),1985-10-27,0.0,0,,0,"Adventure, Action, RPG"
City Connection (1985),1985-01-01,2.71,3,,0,"Platformer, Action"
Ninja-kun - Majou no Bouken,1985-05-10,3.71,4,,0,"Platformer, Action"
Mach Rider (1985),1985-10-18,2.33,3,,0,
Silent Service (1985),1985-01-01,0.0,0,,0,
M.U.S.C.L.E.: Tag Team Match,1985-11-08,3.83,4,,0,"Fighting, Sports"
A View to a Kill,1985-01-01,0.0,0,,0,Action
The Bard's Tale (1985),1985-01-01,3.5,5,,0,RPG
Gauntlet (1985),1985-10-01,3.6,4,,0,"Action, RPG"
Spelunker,1985-12-06,3.43,4,,0,"Platformer, Action"
Kung-Fu Master,1985-10-18,3.79,4,,0,Fighting
Yie Ar Kung-Fu (1985),1985-04-22,3.77,4,,0,Fighting
Battle City,1985-09-09,4.39,5,,20,Action
Time Tunnel,1985-01-01,0.0,0,,0,Adventure
By Fire & Sword,1985-01-01,0.0,0,,0,Strategy
Autoduel,1985-01-01,0.0,0,,0,RPG
Mind Mirror,1985-01-01,0.0,0,,0,"Casual, Indie, Adventure, Simulation"
World Tour Golf,1985-01-01,0.0,0,,0,"Simulation, Sports"
Highway Encounter,1985-01-01,0.0,0,,0,Action
Cartels & Cutthroat$,1985-12-31,0.0,0,,0,Strategy
Batman and The Flash: Hero Run,1985-02-13,0.0,0,,0,Platformer
Subsunk,1985-01-01,0.0,0,,0,
The Fourth Protocol,1985-01-01,0.0,0,,0,
Mat Mania – The Prowrestling Network,1985-01-01,0.0,0,,0,Sports
Nonterraqueous,1985-01-01,0.0,0,,0,
Hiryū no Ken,1985-01-01,0.0,0,,0,Fighting
Monster Trivia,1985-01-01,0.0,0,,0,Puzzle
Master of Magic (1985),1985-01-01,0.0,0,,0,"Adventure, RPG"
Mercenary,1985-01-01,0.0,0,,0,
Ice Palace,1985-01-01,0.0,0,,0,
The Dukes of Hazzard,1985-02-23,0.0,0,,0,Racing
Entombed (1985),1985-01-01,0.0,0,,0,
Heart of Africa,1985-01-01,0.0,0,,0,Adventure
Car Fighter,1985-07-12,0.0,0,,0,Racing
Big Mac,1985-01-01,0.0,0,,0,"Platformer, Action"
Chopper,1985-04-05,0.0,0,,0,
Desert Fox,1985-01-01,0.0,0,,0,
Bounder,1985-01-01,0.0,0,,0,Action
Cauldron,1985-01-01,0.0,0,,0,
Konami's Ping Pong,1985-11-25,0.0,0,,0,Sports
Spellbreaker,1985-01-01,0.0,0,,0,Adventure
Little Computer People,1985-01-01,0.0,0,,0,Simulation
Mail Order Monsters,1985-01-01,0.0,0,,0,"Strategy, Action"
Wishbringer,1985-05-01,0.0,0,,0,
Macadam Bumper,1985-01-01,0.0,0,,0,Simulation
Moebius: The Orb of Celestial Harmony,1985-01-01,0.0,0,,0,"Adventure, Action, RPG"
Ultima 4+5+6,1985-06-14,2.38,1,,0,"Adventure, RPG"
Winter Games,1985-01-03,3.88,4,,0,"Casual, Arcade, Sports"
Chubby Cherub,1985-12-16,0.0,0,,0,Action
Blade Runner (1985),1985-01-01,0.0,0,,0,
Action Biker,1985-01-01,0.0,0,,0,Action
Terra Cresta,1985-01-01,0.0,0,,0,
Stack-Up,1985-07-26,0.0,0,,0,Puzzle
Rush'n Attack (1985),1985-01-01,3.52,4,,0,
Universe 2,1985-12-31,0.0,0,,0,
Wizard's Crown,1985-12-31,0.0,0,,0,RPG
Where in the World Is Carmen Sandiego?,1985-01-01,3.6,4,,0,"Casual, Strategy, Educational"
Crusade in Europe,1985-06-05,0.0,0,,0,"Strategy, Simulation"
Pac-Land (1985),1985-11-21,0.0,3,,0,
Star Force,1985-01-01,3.45,4,,0,"Shooter, Action"
The Serpent's Star,1985-01-01,0.0,0,,0,Adventure
Gradius,1985-01-01,3.86,4,,0,Shooter
Super Mario Bros.,1985-09-13,4.31,4,,30,"Platformer, Adventure, Action"
Barry McGuigan World Championship Boxing,1985-01-01,0.0,0,,0,Sports
Balance of Power,1985-09-01,0.0,0,,0,Strategy
HardBall!,1985-01-01,0.0,0,,0,"Simulation, Sports"
Beach Head II: The Dictator Strikes Back,1985-01-01,0.0,0,,0,
Fight Night,1985-01-01,0.0,0,,0,"Fighting, Sports"
Paradroid,1985-01-01,0.0,0,,0,Puzzle
Annals of Rome,1985-12-31,0.0,0,,0,Strategy
Wishbringer: The Magick Stone of Dreams,1985-01-01,0.0,0,,0,Adventure
Doomdark's Revenge (1985),1985-01-01,0.0,0,,0,"Strategy, RPG"
Under Fire!,1985-01-01,0.0,0,,0,
Jet,1985-01-01,0.0,0,,0,
Robot Odyssey,1985-01-01,0.0,0,,0,"Educational, Puzzle"
Asylum II,1985-12-31,0.0,0,,0,Adventure
Super Robin Hood,1985-11-01,0.0,0,,0,
Alternate Reality,1985-01-01,0.0,0,,0,RPG
Gribbly's Day Out,1985-01-01,0.0,0,,0,Action
Rupert and the Toymaker's Party,1985-01-01,0.0,0,,0,
Southern Belle,1985-01-01,0.0,0,,0,
Cops 'n' Robbers,1985-01-01,0.0,0,,0,
Alcazar: The Forgotten Fortress,1985-01-01,0.0,0,,0,Action
The Last V8,1985-01-01,0.0,0,,0,Racing
Shadowfire,1985-01-01,0.0,0,,0,"Adventure, RPG"
William Wobbler,1985-01-01,0.0,0,,0,Adventure
Hunter Patrol,1985-01-01,0.0,0,,0,"Shooter, Action"
Frankie Goes to Hollywood,1985-01-01,0.0,0,,0,Puzzle
Phantom of the Asteroid,1985-01-01,0.0,0,,0,
Finders Keepers,1985-01-01,0.0,0,,0,
Acrojet,1985-01-01,0.0,0,,0,
Theatre Europe,1985-01-01,0.0,0,,0,Strategy
Nodes of Yesod,1985-01-01,0.0,0,,0,
Peter Pack Rat,1985-07-01,0.0,0,,0,
Gyroscope,1985-01-01,0.0,0,,0,"Arcade, Action"
Buggy Boy,1985-01-01,0.0,0,,0,Racing
Colonial Conquest (1985),1985-01-01,0.0,0,,0,
Saboteur!,1985-01-01,3.33,4,,0,"Indie, Adventure, Action"
Zorro (1985),1985-01-01,0.0,0,,0,Platformer
Challenger (1985),1985-10-15,0.0,0,,0,"Platformer, Shooter, Adventure, Action"
A-Train (1985),1985-01-01,0.0,0,,0,
Warpman (1985),1985-07-12,0.0,0,,0,Arcade
Doctor Who and the Mines of Terror,1985-01-01,0.0,0,,0,
King's Quest II,1985-05-01,3.5,4,,0,Adventure
F-15 Strike Eagle,1985-01-01,0.0,4,,0,Simulation
Balloon Fight (1985),1985-01-22,3.89,4,,0,"Arcade, Action"
Exerion,1985-02-11,0.0,0,,0,"Shooter, Arcade"
TwinBee,1985-03-05,3.73,4,,0,"Shooter, Action"
Borrowed Time,1985-01-01,0.0,0,,0,Adventure
