name,release_date,rating,rating_top,metacritic,playtime,genres
The Walking Dead: Season 1,2012-04-23,4.35,5,92.0,8,"Adventure, Action"
Fire Emblem Awakening,2012-04-19,4.38,5,92.0,0,"Strategy, RPG"
Journey,2012-03-13,4.32,5,92.0,2,"Family, Indie, Adventure"
Mark of the Ninja,2012-09-07,3.99,4,91.0,5,"Platformer, Indie, Action"
FEZ,2012-04-13,4.0,4,91.0,2,"Adventure, Action, Puzzle, Indie, Platformer"
Batman: Arkham City - Game of the Year Edition,2012-09-07,4.4,5,91.0,9,"Adventure, Action"
Dishonored,2012-09-25,4.38,5,91.0,10,"Adventure, Action, RPG"
The World Ends with You: Solo Remix,2012-08-27,4.3,5,90.0,0,"Action, RPG"
Mass Effect 3,2012-03-05,4.4,5,90.0,30,"Action, RPG"
Spelunky,2012-07-04,3.68,4,90.0,3,"Platformer, Indie"
Dark Souls: Artorias of the Abyss,2012-08-24,4.32,5,89.0,0,"Action, RPG"
XCOM: Enemy Unknown,2012-10-09,4.2,4,89.0,13,Strategy
Persona 4 Golden,2012-11-20,4.41,5,89.0,9,RPG
Borderlands 2,2012-09-18,4.01,4,89.0,10,"Shooter, Action, RPG"
Thirty Flights of Loving,2012-08-20,3.45,4,88.0,1,"Casual, Indie, Adventure"
LittleBigPlanet (PS Vita),2012-09-25,3.79,4,88.0,0,"Platformer, Adventure, Puzzle"
Far Cry 3,2012-11-28,4.24,4,88.0,16,"Shooter, Action"
The Witcher 2: Assassins of Kings Enhanced Edition,2012-04-16,4.16,4,88.0,7,RPG
Torchlight II,2012-09-20,3.83,4,88.0,10,"Action, RPG"
Diablo III,2012-05-15,4.1,4,88.0,58,"Action, RPG"
Animal Crossing: New Leaf,2012-11-08,4.36,5,88.0,37,"Casual, Family, Simulation"
Rayman Jungle Run,2012-09-18,3.92,4,88.0,0,"Casual, Arcade, Action"
Super Hexagon,2012-08-31,3.75,4,88.0,2,"Casual, Indie, Arcade, Action"
Max Payne 3,2012-05-15,4.26,4,87.0,11,"Shooter, Action"
Tribes: Ascend,2012-04-12,2.99,4,86.0,2,Action
Total War: Shogun 2 - Fall of the Samurai,2012-03-22,4.29,4,86.0,0,Strategy
The Lord of the Rings Online,2012-06-06,3.22,4,86.0,3,"Massively Multiplayer, RPG"
Football Manager 2013,2012-11-02,3.86,4,86.0,48,"Strategy, Sports"
Horn,2012-08-16,0.0,4,86.0,0,"Adventure, Action"
Halo 4,2012-11-06,3.82,4,86.0,75,"Shooter, Action"
God of Blades,2012-09-27,0.0,0,85.0,0,Fighting
Hotline Miami,2012-10-22,4.38,5,85.0,5,"Indie, Shooter, Arcade, Action"
Dark Souls: Prepare To Die Edition,2012-08-23,4.36,5,85.0,14,"Action, RPG"
Devil's Attorney,2012-10-11,4.33,4,85.0,0,"Strategy, Puzzle"
Forza Horizon,2012-10-23,4.36,5,85.0,13,"Racing, Arcade"
Etrian Odyssey IV: Legends of the Titan,2012-07-05,4.0,4,84.0,0,RPG
Persona 4 Arena,2012-07-26,3.82,4,84.0,5,Fighting
NHL 13,2012-09-11,3.05,4,84.0,0,Sports
PlanetSide 2,2012-11-20,2.99,3,84.0,3,"Shooter, Massively Multiplayer, Action"
