name,release_date,rating,rating_top,metacritic,playtime,genres
GoldenEye 007 (1997),1997-08-23,4.37,5,96.0,0,Shooter
Gran Turismo,1997-12-22,4.33,4,96.0,0,Racing
Tekken 3,1997-03-20,4.4,5,96.0,1,Fighting
Castlevania: Symphony of the Night,1997-03-20,4.37,5,93.0,19,"Adventure, Action"
Sid Meier's Gettysburg!,1997-09-30,0.0,0,92.0,0,Strategy
Myth: The Fallen Lords,1997-11-25,0.0,0,91.0,0,Strategy
STAR WARS Jedi Knight: Dark Forces II,1997-09-30,3.71,4,91.0,1,"Shooter, Action"
Einhander,1997-11-20,4.22,4,89.0,0,"Shooter, Action"
The Curse of Monkey Island,1997-10-31,4.29,5,89.0,2,Adventure
Grandia,1997-12-18,4.21,4,89.0,2,RPG
Diddy Kong Racing,1997-11-14,4.22,4,88.0,0,Racing
Total Annihilation,1997-09-30,4.38,5,86.0,1,Strategy
The Last Express,1997-03-29,4.29,5,86.0,6,"Family, Adventure"
Oddworld: Abe's Oddysee,1997-09-19,3.53,4,85.0,3,"Platformer, Action"
Obsidian,1997-01-13,0.0,0,85.0,0,Adventure
Dead or Alive,1997-10-09,3.33,4,84.0,0,Fighting
Final Fantasy VII (1997),1997-01-31,4.4,5,83.0,3,"Adventure, Action, RPG"
Riven: The Sequel to Myst,1997-10-29,4.1,5,83.0,1,"Casual, Adventure, Puzzle"
Bushido Blade,1997-03-14,4.09,5,83.0,0,Fighting
Final Fantasy Tactics,1997-06-28,4.38,5,83.0,0,"Adventure, RPG, Simulation"
Age of Empires,1997-10-15,4.32,4,83.0,4,Strategy
Blood,1997-03-07,4.29,5,82.0,1,"Shooter, Indie, Action, Simulation"
Star Fox 64 (1997),1997-04-27,4.29,5,81.0,6,"Shooter, Action"
Interstate '76,1997-02-28,4.12,5,80.0,0,"Racing, Action"
Top Gear Rally,1997-12-05,0.0,0,78.0,0,Racing
Doom 64,1997-03-31,3.95,4,76.0,2,"Shooter, Action"
SaGa Frontier,1997-07-11,4.18,4,75.0,0,RPG
Carmageddon,1997-06-13,4.16,4,74.0,0,"Racing, Arcade, Action"
Shadow Warrior,1997-05-13,3.32,4,73.0,1,"Shooter, Action"
Alone in the Dark: The Trilogy 1+2+3,1997-04-09,0.0,0,72.0,0,"Adventure, Action"
