name,release_date,rating,rating_top,metacritic,playtime,genres
LittleBigPlanet,2008-10-27,4.09,4,95.0,5,"Arcade, Action"
Grand Theft Auto IV,2008-04-29,4.26,4,95.0,10,"Adventure, Action"
The Orange Box,2008-01-01,4.53,5,94.0,6,Shooter
Metal Gear Solid 4: Guns of the Patriots,2008-06-12,4.39,5,94.0,20,"Shooter, Action"
Super Smash Bros. Brawl,2008-03-09,4.3,4,93.0,24,"Casual, Action, Fighting"
Gears of War 2,2008-11-07,4.28,4,93.0,22,Shooter
Braid,2008-08-06,4.16,5,92.0,2,"Action, Puzzle, Arcade, Indie, Platformer"
World of Warcraft: Wrath of the Lich King,2008-11-13,4.44,5,91.0,0,"Massively Multiplayer, RPG"
God of War: Chains of Olympus,2008-03-04,4.12,4,91.0,0,Action
Fallout 3,2008-10-28,4.08,4,91.0,4,"Shooter, RPG"
Portal: Still Alive,2008-06-23,4.39,5,90.0,3,"Platformer, Action, Puzzle"
Shin Megami Tensei: Persona 4,2008-07-10,4.35,5,90.0,45,"Adventure, Action, RPG"
World of Goo,2008-10-13,4.01,4,90.0,1,"Educational, Puzzle, Strategy, Indie, Family"
Left 4 Dead,2008-11-17,4.1,4,89.0,5,"Shooter, Action"
Fable II,2008-10-21,4.15,4,89.0,27,"Adventure, Action, RPG"
Resistance 2,2008-11-04,3.64,4,87.0,10,"Shooter, Action"
Burnout Paradise,2008-01-22,4.09,4,87.0,8,"Racing, Arcade"
FINAL FANTASY IV: THE AFTER YEARS,2008-07-22,3.72,4,87.0,5,"Adventure, RPG"
Race Driver: Grid,2008-06-03,3.64,4,87.0,1,Racing
Bionic Commando: Rearmed,2008-08-14,3.24,4,86.0,1,"Arcade, Adventure, Action"
Warhammer Online: Age of Reckoning,2008-09-15,4.0,5,86.0,19,"Massively Multiplayer, RPG"
The Witcher: Enhanced Edition Director's Cut,2008-09-16,4.06,4,86.0,5,"Action, RPG"
Dead Space (2008),2008-10-13,4.38,5,86.0,3,"Shooter, Action"
LocoRoco 2,2008-11-21,4.37,5,85.0,0,"Platformer, Action"
Castlevania: Order of Ecclesia,2008-10-20,4.33,5,85.0,15,"Adventure, Action, RPG"
AudioSurf,2008-02-15,3.93,4,85.0,3,Indie
Sam & Max: Episode 204 - Chariots of the Dogs,2008-03-14,3.09,4,85.0,4,"Adventure, Puzzle"
Far Cry 2,2008-10-21,3.45,4,85.0,2,"Shooter, Action"
Soul Calibur IV,2008-07-29,3.9,4,85.0,0,"Arcade, Action, Fighting"
Tom Clancy's Rainbow Six 3 Gold,2008-09-25,3.55,4,85.0,1,Action
Valkyria Chronicles,2008-04-24,4.07,4,85.0,6,"Strategy, Action, RPG"
Sid Meier's Civilization Revolution,2008-06-13,3.56,4,84.0,12,"Strategy, Simulation"
Crysis Warhead,2008-09-16,3.8,4,84.0,2,"Shooter, Action"
Castle Crashers,2008-08-27,3.9,4,84.0,4,"Indie, Action"
SPORE,2008-09-04,4.15,4,84.0,4,"Family, Simulation"
Battlefield: Bad Company,2008-06-23,3.96,4,84.0,1,"Shooter, Action"
Pure,2008-09-16,3.55,4,83.0,5,"Racing, Arcade"
Mr. Robot,2008-11-03,2.75,4,83.0,1,"Strategy, Indie, Action"
Call of Duty: World at War,2008-11-11,3.95,4,83.0,7,Shooter
FIFA 09,2008-10-02,3.93,4,83.0,0,Sports
Sid Meier's Civilization IV: Colonization,2008-09-22,3.62,4,83.0,1,"Strategy, Educational, Simulation"
Etrian Odyssey II: Heroes of Lagaard,2008-06-17,3.83,4,82.0,0,RPG
Command & Conquer: Red Alert 3,2008-01-01,3.98,4,82.0,3,"Strategy, Simulation"
Strong Bad's Cool Game for Attractive People,2008-12-17,3.19,4,82.0,1,Adventure
NBA 2K9,2008-10-07,3.18,4,82.0,1,Sports
Mario Kart Wii,2008-04-27,4.3,4,82.0,12,Racing
MotorStorm: Pacific Rift,2008-10-28,3.8,4,82.0,2,"Racing, Arcade"
Prince of Persia (2008),2008-12-02,3.77,4,82.0,1,"Adventure, Action"
Midnight Club: Los Angeles,2008-10-20,3.8,4,82.0,0,"Racing, Arcade"
Tom Clancy's Ghost Recon Island Thunder,2008-07-15,3.32,4,82.0,1,Action
RollerCoaster Tycoon 3: Platinum,2008-03-12,3.93,4,81.0,2,"Strategy, Simulation"
PixelJunk Eden,2008-07-31,2.94,3,81.0,2,"Casual, Indie, Action, Puzzle"
Mirror's Edge,2008-11-11,4.07,4,81.0,3,Action
