name,release_date,rating,metacritic,playtime,genres
Battletoads,1991-06-01,3.86,69.0,3,"Platformer, Adventure, Action"
Ultima Worlds of Adventure 2: Martian Dreams,1991-12-30,2.07,,1,"Adventure, RPG"
Sonic the Hedgehog (1991),1991-06-23,4.11,,4,"Arcade, Adventure, Action"
Jill of the Jungle: The Complete Trilogy,1991-12-31,2.07,,1,
The Legend of Zelda: A Link to the Past,1991-11-21,4.37,95.0,28,"Adventure, Action"
Eye of the Beholder II: The Legend of Darkmoon,1991-01-01,2.81,,1,RPG
Another World,1991-01-01,4.21,,1,"Arcade, Platformer, Adventure, Puzzle"
Commander Keen,1991-08-02,3.78,,1,Action
Leisure Suit Larry 5: Passionate Patti Does a Little Undercover Work,1991-09-07,3.57,,1,Adventure
Keen Dreams,1991-03-03,2.23,,5,"Platformer, Action"
Crystal Caves,1991-10-22,2.33,,1,"Platformer, Arcade, Action"
Streets of Rage,1991-08-02,4.28,,7,"Arcade, Action"
Lemmings,1991-01-01,4.17,,1,"Strategy, Arcade, Action, Puzzle"
Monuments of Mars,1991-05-04,2.0,,1,"Platformer, Action"
Arctic Adventure,1991-05-04,1.67,,1,"Shooter, Platformer, Action"
Dark Ages,1991-02-01,1.86,,1,"Platformer, Action"
Final Fantasy IV (1991),1991-07-19,4.06,,0,RPG
Teenage Mutant Ninja Turtles III: The Manhattan Project,1991-12-13,4.39,,0,Action
Super Castlevania IV,1991-10-31,4.17,,2,"Platformer, Adventure, Action"
Monkey Island 2: LeChuck's Revenge,1991-01-01,4.23,,0,Adventure
Prehistorik,1991-01-01,3.74,,1,"Platformer, Arcade"
Street Fighter II: The World Warrior (1991),1991-07-14,4.3,84.0,0,"Arcade, Fighting"
Teenage Mutant Ninja Turtles IV: Turtles in Time,1991-03-15,4.38,,0,"Arcade, Action"
Eternam,1991-12-31,0.0,,1,"Adventure, Action"
Golden Axe II (1991),1991-12-26,4.01,,0,"Arcade, Action"
The Simpsons Arcade Game,1991-01-01,3.79,,6,Arcade
Sunset Riders,1991-09-04,4.33,,0,"Shooter, Platformer, Action"
Pushover,1991-12-31,3.38,,1,"Arcade, Strategy, Adventure, Puzzle"
Tiny Toon Adventures,1991-12-20,4.17,,0,Platformer
Mega Man 4 (1991),1991-12-06,3.82,,0,"Platformer, Action"
Elf,1991-01-01,0.0,,1,"Arcade, Adventure, Action"
Sid Meier's Civilization,1991-08-30,4.26,,0,"Strategy, Simulation"
F-117A Nighthawk Stealth Fighter 2.0,1991-01-01,0.0,,1,Simulation
Spark,1991-12-23,0.0,,1,"Action, Puzzle, Casual, Strategy, Indie"
Hugo (1991),1991-01-01,3.65,,0,Action
Dragon's Lair II: Time Warp,1991-06-16,4.29,,1,"Arcade, Casual, Adventure, Action"
Star Trek: 25th Anniversary,1991-01-01,3.73,,1,"Adventure, Action, Simulation"
Metroid II - Return of Samus,1991-11-01,3.48,,6,"Platformer, Adventure, Action"
Populous 2: Trials of the Olympian Gods,1991-11-30,3.1,,1,Strategy
Captain America and The Avengers,1991-01-01,3.71,,0,"Platformer, Action"
Super Ghouls 'n Ghosts (1991),1991-10-04,3.86,78.0,0,"Platformer, Adventure, Action"
The Little Mermaid,1991-07-19,4.02,,0,"Platformer, Adventure, Action"
