name,release_date,rating,metacritic,playtime,genres
Grand Theft Auto IV,2008-04-29,4.26,95.0,10,"Adventure, Action"
The Witcher: Enhanced Edition Director's Cut,2008-09-16,4.06,86.0,5,"Action, RPG"
Mirror's Edge,2008-11-11,4.07,81.0,3,Action
Dead Space (2008),2008-10-13,4.38,86.0,3,"Shooter, Action"
Left 4 Dead,2008-11-17,4.1,89.0,5,"Shooter, Action"
Saints Row 2,2008-10-14,3.56,78.0,2,"Shooter, Action"
Castle Crashers,2008-08-27,3.9,84.0,4,"Indie, Action"
Fallout 3,2008-10-28,4.08,91.0,4,"Shooter, RPG"
Race Driver: Grid,2008-06-03,3.64,87.0,1,Racing
Braid,2008-08-06,4.16,92.0,2,"Action, Puzzle, Arcade, Indie, Platformer"
Far Cry 2,2008-10-21,3.45,85.0,2,"Shooter, Action"
Tomb Raider: Underworld,2008-11-18,3.69,80.0,1,"Adventure, Action"
World of Goo,2008-10-13,4.01,90.0,1,"Educational, Puzzle, Strategy, Indie, Family"
Call of Duty: World at War,2008-11-11,3.95,83.0,7,Shooter
S.T.A.L.K.E.R.: Clear Sky,2008-08-22,3.91,75.0,3,"Shooter, RPG"
Bully: Scholarship Edition,2008-03-04,4.13,72.0,2,"Adventure, Action"
Viking: Battle for Asgard,2008-03-25,2.49,66.0,1,"Adventure, Action, RPG, Fighting"
Prince of Persia (2008),2008-12-02,3.77,82.0,1,"Adventure, Action"
SPORE,2008-09-04,4.15,84.0,4,"Family, Simulation"
AudioSurf,2008-02-15,3.93,85.0,3,Indie
Valkyria Chronicles,2008-04-24,4.07,85.0,6,"Strategy, Action, RPG"
LEGO Batman,2008-09-23,3.79,80.0,3,"Adventure, Action, Arcade, Family, Platformer"
Gears of War 2,2008-11-07,4.28,93.0,22,Shooter
Mount & Blade,2008-09-16,3.87,72.0,4,"Indie, Action, RPG"
Overlord: Raising Hell,2008-02-15,3.7,72.0,3,RPG
King's Bounty: The Legend,2008-04-24,4.18,79.0,3,"Strategy, RPG"
Burnout Paradise,2008-01-22,4.09,87.0,8,"Racing, Arcade"
Assassin's Creed: Director's Cut Edition,2008-04-09,3.92,79.0,6,"Adventure, Action"
Fable II,2008-10-21,4.15,89.0,27,"Adventure, Action, RPG"
Crysis Warhead,2008-09-16,3.8,84.0,2,"Shooter, Action"
LittleBigPlanet,2008-10-27,4.09,95.0,5,"Arcade, Action"
TrackMania Nations Forever,2008-04-16,3.76,,1,Racing
Sid Meier's Civilization IV: Colonization,2008-09-22,3.62,83.0,1,"Strategy, Educational, Simulation"
Devil May Cry 4,2008-01-22,4.12,78.0,3,Action
"Warhammer 40,000: Dawn of War - Soulstorm",2008-03-04,4.01,,4,Strategy
The Last Remnant,2008-01-01,3.24,66.0,2,"Strategy, RPG"
Metal Gear Solid 4: Guns of the Patriots,2008-06-12,4.39,94.0,20,"Shooter, Action"
Command & Conquer: Red Alert 3,2008-01-01,3.98,82.0,3,"Strategy, Simulation"
Tom Clancy's Rainbow Six Vegas 2,2008-04-16,3.78,78.0,3,"Shooter, Strategy, Action"
Need For Speed Undercover,2008-11-17,3.22,65.0,2,"Racing, Arcade"
Multiwinia,2008-09-18,2.15,76.0,1,"Strategy, Indie"
Bionic Commando: Rearmed,2008-08-14,3.24,86.0,1,"Arcade, Adventure, Action"
Crash Time 2,2008-11-27,2.33,,1,"Racing, Action"
Toki Tori,2008-06-02,2.84,80.0,1,"Casual, Indie"
Penumbra: Requiem,2008-08-27,3.35,67.0,1,"Indie, Adventure"
Edge,2008-12-31,3.58,74.0,1,"Adventure, Action, Puzzle, Casual, Arcade, Indie"
Alone in the Dark (2008),2008-06-20,3.37,55.0,1,"Adventure, Action"
Battlefield: Bad Company,2008-06-23,3.96,84.0,1,"Shooter, Action"
Rise of the Argonauts,2008-12-12,3.02,59.0,1,"Action, RPG, Fighting"
Defense Grid: The Awakening,2008-12-08,3.34,81.0,5,"Strategy, Indie"
The Orange Box,2008-01-01,4.53,94.0,6,Shooter
Star Wars: The Force Unleashed,2008-09-16,3.87,69.0,22,"Adventure, Action"
