name,release_date,rating,metacritic,playtime,genres
Fallout,1997-09-30,4.19,,1,RPG
Oddworld: Abe's Oddysee,1997-09-19,3.53,85.0,3,"Platformer, Action"
Shadow Warrior,1997-05-13,3.32,73.0,1,"Shooter, Action"
Final Fantasy VII (1997),1997-01-31,4.4,83.0,3,"Adventure, Action, RPG"
Tomb Raider II,1997-10-31,3.73,69.0,1,"Platformer, Shooter, Adventure, Action"
POSTAL,1997-11-14,2.97,56.0,2,"Indie, Action"
STAR WARS Jedi Knight: Dark Forces II,1997-09-30,3.71,91.0,1,"Shooter, Action"
Crash Bandicoot 2: Cortex Strikes Back,1997-11-01,4.26,,0,Platformer
Quake II,1997-12-09,4.18,,1,"Shooter, Action"
Grand Theft Auto,1997-10-21,3.86,,1,Action
X-COM: Apocalypse,1997-07-14,2.84,,1,Strategy
Castlevania: Symphony of the Night,1997-03-20,4.37,93.0,19,"Adventure, Action"
Turok: Dinosaur Hunter,1997-03-04,3.7,,1,"Platformer, Shooter, Adventure, Action"
QUAKE Mission Pack 1: Scourge of Armagon,1997-01-01,3.58,,1,"Shooter, Action"
QUAKE Mission Pack 2: Dissolution of Eternity,1997-03-31,3.51,,1,"Shooter, Action"
MDK,1997-04-30,3.55,,1,Action
The Curse of Monkey Island,1997-10-31,4.29,89.0,2,Adventure
Total Annihilation: Commander Pack,1997-09-30,3.17,,1,Strategy
HeXen II,1997-08-31,3.52,,1,"Shooter, Action"
Dungeon Keeper Gold,1997-06-26,3.99,,1,"Strategy, Action"
Tekken 3,1997-03-20,4.4,96.0,1,Fighting
Doom 64,1997-03-31,3.95,76.0,2,"Shooter, Action"
Blood,1997-03-07,4.29,82.0,1,"Shooter, Indie, Action, Simulation"
Theme Hospital,1997-03-30,4.33,,1,"Strategy, Simulation"
Little Big Adventure 2,1997-05-30,3.93,,1,"Arcade, Adventure, Action, Puzzle"
Constructor,1997-11-29,3.16,,1,"Strategy, Simulation"
Riven: The Sequel to Myst,1997-10-29,4.1,83.0,1,"Casual, Adventure, Puzzle"
Carmageddon Max Pack,1997-06-30,4.02,,3,"Racing, Indie, Action"
Age of Empires,1997-10-15,4.32,83.0,4,Strategy
GoldenEye 007 (1997),1997-08-23,4.37,96.0,0,Shooter
Mortal Kombat 4,1997-09-10,3.49,,1,"Arcade, Fighting"
Pilot Brothers,1997-09-22,4.07,,1,"Casual, Adventure"
Disney's Hercules: The Action Game,1997-06-20,4.08,,1,"Adventure, Action"
Total Annihilation,1997-09-30,4.38,86.0,1,Strategy
Carmageddon,1997-06-13,4.16,74.0,0,"Racing, Arcade, Action"
Final Fantasy Tactics,1997-06-28,4.38,83.0,0,"Adventure, RPG, Simulation"
Star Fox 64 (1997),1997-04-27,4.29,81.0,6,"Shooter, Action"
Blade Runner,1997-11-21,4.17,53.0,1,Adventure
Need for Speed 2,1997-03-31,4.09,71.0,35,Racing
"Spy Fox in ""Dry Cereal""",1997-09-02,4.19,,4,"Casual, Educational, Adventure"
Worms 2,1997-12-30,4.21,,1,"Strategy, Fighting"
The Last Blade (1997),1997-12-04,3.64,,1,"Arcade, Action, Fighting"
Gran Turismo,1997-12-22,4.33,96.0,0,Racing
Magic: The Gathering,1997-03-06,3.57,,0,"Card, Adventure, RPG"
"Final Liberation: Warhammer Epic 40,000",1997-01-01,0.0,,1,Strategy
Outlaws + A Handful of Missions,1997-03-30,4.44,,1,"Shooter, Adventure, Action"
Fighting Force,1997-10-31,4.04,,6,"Arcade, Action, Fighting"
Diddy Kong Racing,1997-11-14,4.22,88.0,0,Racing
An Elder Scrolls Legend: Battlespire,1997-01-01,2.67,,1,"Action, RPG"
Last Rites,1997-01-01,2.67,,1,"Shooter, Action"
Putt-Putt Travels Through Time,1997-08-14,4.09,,3,"Casual, Educational, Adventure"
Balls of Steel,1997-12-12,0.0,,1,"Casual, Arcade, Simulation"
THE LAST BLADE,1997-12-04,0.0,,1,"Arcade, Action, Fighting"
Broken Sword 2 - The Smoking Mirror,1997-10-31,4.38,69.0,0,Adventure
7th Legion,1997-09-29,3.0,,1,"Strategy, Adventure, Action"
Redneck Rampage Collection,1997-04-29,3.95,,1,Shooter
Yoshi's Story (1997),1997-12-21,3.8,,0,Platformer
The Last Express,1997-03-29,4.29,86.0,6,"Family, Adventure"
Grandia,1997-12-18,4.21,89.0,2,RPG
Hellfire: Diablo Expansion Pack,1997-01-01,4.05,,0,"Action, RPG"
