name,release_date,rating,rating_top,metacritic,playtime,genres
The Legend of Zelda: A Link to the Past,1991-11-21,4.37,5,95.0,28,"Adventure, Action"
Street Fighter II: The World Warrior (1991),1991-07-14,4.3,4,84.0,0,"Arcade, Fighting"
Thunder Spirits,1991-12-27,0.0,0,80.0,0,"Shooter, Action"
Super Ghouls 'n Ghosts (1991),1991-10-04,3.86,4,78.0,0,"Platformer, Adventure, Action"
Brandish,1991-10-25,0.0,0,78.0,0,"Action, RPG"
Battletoads,1991-06-01,3.86,4,69.0,3,"Platformer, Adventure, Action"
Track Meet,1991-02-13,0.0,0,,0,"Action, Sports"
Spud's Adventure,1991-01-25,0.0,0,,0,"Action, RPG, Puzzle"
Hal's Hole in One Golf,1991-02-23,0.0,0,,0,"Simulation, Sports"
Isolated Warrior,1991-02-15,0.0,0,,0,Action
Flying Warriors (1991),1991-02-01,0.0,0,,0,Action
Golf Grand Slam,1991-01-31,0.0,0,,0,Sports
Dick Tracy (Sega),1991-02-01,0.0,0,,0,"Adventure, Action"
Aerostar,1991-06-28,0.0,0,,0,
Asmik-kun World 2,1991-05-24,0.0,0,,0,Action
Barker Bill's Trick Shooting,1991-06-27,0.0,0,,0,Shooter
Bill & Ted's Excellent Game Boy Adventure: A Bogus Journey!,1991-08-01,0.0,0,,0,"Action, Puzzle"
After Burner III,1991-09-11,0.0,0,,0,"Strategy, Action, Simulation"
Die Kathedrale,1991-08-01,0.0,0,,0,Adventure
Spellbound Dizzy,1991-11-11,0.0,0,,0,Adventure
Swords and Serpents,1991-11-28,0.0,0,,0,RPG
Bill Laimbeer's Combat Basketball,1991-11-01,0.0,0,,0,Sports
Catacomb 3-D,1991-11-01,0.0,0,,0,"Shooter, Action"
Rolling Thunder 2 (1991),1991-11-18,0.0,0,,0,
Bases Loaded 4,1991-11-22,0.0,0,,0,Sports
Super Tetris,1991-12-01,0.0,0,,0,Arcade
Hebereke. U-four-ia: The Saga,1991-09-20,0.0,0,,0,"Platformer, Action"
Mercs,1991-09-27,0.0,0,,0,Action
Solar Jetman,1991-09-26,0.0,0,,0,
Mystical Fighter,1991-10-25,0.0,0,,0,
Super Chinese World 2,1991-11-29,0.0,0,,0,"Action, RPG"
Bill Elliott's NASCAR Fast Tracks,1991-12-01,0.0,0,,0,Racing
Ninja Gaiden Shadow,1991-12-13,0.0,0,,6,Action
Fighting Masters,1991-12-06,0.0,0,,0,Fighting
Crystal Warriors,1991-12-13,0.0,0,,0,"Strategy, Action, RPG"
Treasure Master,1991-12-13,0.0,0,,0,Platformer
Earnest Evans,1991-12-20,0.0,0,,0,
Zyconix,1991-12-31,0.0,0,,0,Casual
The Humans Bundle,1991-12-31,0.0,0,,0,
Turrican II: The Final Fight,1991-01-07,0.0,0,,0,"Shooter, Arcade, Action"
Rings of Power,1991-01-01,0.0,0,,0,RPG
Castle of Dr. Brain,1991-01-01,0.0,0,,0,"Educational, Adventure, Puzzle"
Joe Montana Football,1991-01-01,0.0,0,,0,Sports
Brat,1991-01-01,0.0,0,,0,"Action, Puzzle"
D. D. Crew,1991-01-01,0.0,0,,0,"Action, Fighting"
Zarkov,1991-01-01,0.0,0,,0,
Rockin' Kats,1991-04-05,4.55,5,,0,"Platformer, Action"
Wing Commander: The Secret Missions 2 - Crusade,1991-03-01,0.0,0,,0,Simulation
Bahamut Senki,1991-03-09,0.0,0,,0,
Darius Twin (1991),1991-03-29,0.0,0,,0,
Ninja Taro,1991-04-08,0.0,0,,0,
Roger Clemens' MVP Baseball,1991-01-01,0.0,0,,0,"Simulation, Sports"
Alien Breed (1991),1991-01-01,0.0,0,,0,Action
Divine Sealing,1991-01-01,0.0,0,,0,
F-29 Retaliator,1991-01-01,4.14,4,,0,Simulation
Venice Beach Volleyball,1991-01-01,0.0,0,,0,"Action, Sports"
Populous II: Trials of the Olympian Gods,1991-01-01,0.0,0,,0,
Fun House,1991-01-01,0.0,0,,0,"Shooter, Action"
Gauntlet III: The Final Quest,1991-01-01,0.0,0,,0,
Bible Adventures,1991-01-01,0.0,0,,0,
SWIV,1991-01-01,0.0,0,,0,
Eye of the Beholder 2: The Legend of Darkmoon,1991-01-01,0.0,5,,0,RPG
American Gladiators,1991-01-01,3.0,4,,0,"Arcade, Sports"
Rescue Rover 2,1991-01-01,0.0,0,,0,"Strategy, Puzzle"
G.I. Joe: A Real American Hero (1991),1991-01-01,0.0,0,,0,"Platformer, Action"
HeroQuest,1991-01-01,0.0,0,,0,RPG
The Lord of the Rings Volume Two: The Two Towers,1991-01-01,0.0,0,,0,RPG
Mad TV,1991-01-01,0.0,0,,0,Strategy
7 Colors,1991-01-01,0.0,0,,0,Puzzle
Deathbringer: The Sword of Abaddon,1991-01-01,0.0,0,,0,Arcade
Alien Breed + Tower Assault,1991-01-01,0.0,0,,0,"Arcade, Action"
Jimmy White's 'Whirlwind' Snooker,1991-01-01,0.0,0,,0,Sports
NHL Hockey (1991),1991-01-01,0.0,0,,0,Sports
Atomino,1991-01-01,0.0,0,,0,Puzzle
Battle Isle,1991-01-01,0.0,0,,0,
Arcanoid,1991-01-01,0.0,0,,0,Arcade
V for Victory Battleset 1: D-Day Utah Beach 1944,1991-01-01,0.0,0,,0,Strategy
Megafortress,1991-01-01,0.0,0,,0,"Strategy, Simulation"
Revelation (1991),1991-01-01,0.0,0,,0,Puzzle
