name,release_date,rating,metacritic,playtime,genres
Squirbs,2016-01-06,1.5,,3,"Racing, Adventure, Action, RPG, Casual, Strategy, Simulation, Sports, Indie"
Hero Quest: Tower Conflict,2016-04-13,1.53,,4,"Casual, Strategy, Indie, Action"
Shot Shot Tactic,2016-12-01,1.31,,3,"Casual, Indie, Action"
99Vidas,2016-12-22,2.99,69.0,3,"Indie, Arcade, Action"
Spellweaver,2016-02-01,2.59,63.0,1,"Indie, Strategy, Massively Multiplayer"
Fly and Destroy,2016-07-29,2.05,,4,"Adventure, Action, Casual, Strategy, Indie"
Gunscape,2016-03-01,2.18,,1,"Indie, Action"
The Curious Expedition,2016-09-02,4.02,74.0,4,"Adventure, RPG, Strategy, Simulation, Indie"
Survive in Space,2016-05-20,2.05,,4,"Adventure, Action, RPG, Casual, Indie"
Cube Runner,2016-12-13,2.05,,4,"Casual, Indie, Action"
Caveman World: Mountains of Unga Boonga,2016-04-26,2.26,,4,"Casual, Indie, Platformer, Adventure"
ECHO,2016-01-01,3.63,76.0,2,"Adventure, Action, RPG, Casual, Strategy, Indie"
Space Beret,2016-10-25,1.38,,3,"Casual, Indie, Action"
Antenna,2016-04-07,2.66,,1,"Casual, Indie"
Spikit,2016-08-09,1.46,,4,"Casual, Indie"
Deep Space Dash,2016-07-07,1.67,,4,"Indie, Action"
Raw Data,2016-07-14,3.37,,1,"Strategy, Indie, Action"
Drayt Empire,2016-07-16,1.88,,4,"Indie, RPG"
PlayStation VR Demo Disc,2016-10-10,3.21,,0,
Highway Blossoms,2016-06-16,3.22,,4,"Casual, Indie"
Western Press,2016-04-21,2.69,,3,"Indie, Action"
Caravan,2016-09-29,2.75,,3,"Indie, Strategy, Adventure, Simulation"
Unforgiving Trials: The Space Crusade,2016-10-07,2.0,,4,"Indie, Adventure, RPG"
Redactem,2016-08-01,1.48,,1,"Casual, Strategy, Indie, Action"
Letter Quest: Remastered,2016-09-08,2.85,,0,"RPG, Puzzle"
Star Trek: Bridge Crew,2016-12-31,3.4,75.0,4,"Casual, RPG, Simulation"
Let's Draw,2016-12-30,1.45,,4,"Casual, Indie"
Sally Face,2016-08-16,4.31,,4,"Indie, Adventure, Puzzle"
NBA 2K17: The Prelude,2016-09-09,2.46,,0,Sports
Space Pirate Trainer,2016-04-05,3.34,,1,Action
F1 2016,2016-08-18,3.83,86.0,10,"Racing, Sports"
High Octane Drift,2016-10-14,2.68,,1,"Racing, Sports"
Medusa's Labyrinth,2016-02-15,2.19,,1,"Indie, Adventure, Action"
Zup! 2,2016-12-05,2.32,,3,"Casual, Indie, Puzzle"
City Car Driving,2016-11-03,4.1,,3,"Racing, Indie"
Adorables,2016-03-30,1.53,,8,"Casual, Strategy, Indie, Sports"
PRICE,2016-09-15,3.15,,1,"Casual, Indie, Adventure"
Elite Dangerous: Arena,2016-02-16,2.52,,1,Simulation
Atari Vault,2016-03-24,3.0,,2,"Racing, Adventure, Action, RPG, Casual, Strategy, Sports"
The Silver Case,2016-10-06,3.89,67.0,4,Adventure
Microsoft Solitaire Collection,2016-11-23,3.35,,0,Card
Hired Ops,2016-10-21,2.77,,2,Action
Red Comrades Save the Galaxy: Reloaded,2016-02-18,4.02,,5,Adventure
Charlie's Adventure,2016-11-29,2.0,,4,"Casual, Indie, Adventure, Action"
Mobile Astro,2016-12-15,2.0,,3,"Indie, Action"
Red Trigger,2016-07-08,2.41,,1,Indie
Unbox,2016-09-05,3.04,68.0,3,"Indie, Adventure, Action"
Severed,2016-04-26,3.86,,0,"Adventure, Action"
Animation Throwdown: The Quest for Cards,2016-09-14,2.77,,1,"Card, Strategy, Adventure, RPG"
Victory: The Age of Racing,2016-02-12,2.5,,1,"Racing, Indie, Simulation, Sports"
Bloody Walls,2016-09-28,2.67,,1,"Indie, Action"
Istrolid,2016-05-06,2.57,,1,"Strategy, Indie"
Cat Simulator,2016-02-12,2.64,,1,"Adventure, Action, Casual, Strategy, Simulation, Indie"
Ghost 1.0,2016-06-06,3.83,,4,"Indie, Adventure, Action"
Downfall,2016-02-15,4.26,75.0,4,"Indie, Adventure"
The Solus Project,2016-06-06,3.51,68.0,3,"Indie, Adventure, Simulation"
Final Quest,2016-08-17,1.36,,4,"Indie, RPG"
Timore Inferno,2016-06-02,1.67,,4,"Indie, Action"
The Dweller,2016-05-19,1.81,,4,"Casual, Strategy, Indie, Simulation"
Unknown Battle,2016-03-14,1.4,,5,"Indie, Adventure, Action"
Awkward Dimensions Redux,2016-10-21,2.59,,1,"Indie, Adventure"
Starward Rogue,2016-01-22,2.11,,2,"Indie, Adventure, Action, RPG"
Warriors of Vilvatikta,2016-08-26,1.6,,3,"Indie, Adventure, RPG"
Bear With Me,2016-08-08,3.89,,3,"Indie, Adventure"
klocki,2016-07-13,3.54,,2,"Casual, Indie, Family, Puzzle"
Hyper color ball,2016-09-02,1.57,,4,"Casual, Indie, Simulation"
King's Guard TD,2016-06-08,1.63,,3,"Casual, Strategy, Indie"
RWBY: Grimm Eclipse,2016-07-05,3.27,,3,"Indie, Adventure, Action"
Turbo Pug 3D,2016-09-20,1.67,,3,"Casual, Indie"
Scrap Garden - The Day Before,2016-10-07,2.68,,1,"Indie, Adventure, Action"
Aurion: Legacy of the Kori-Odan,2016-04-14,1.89,69.0,5,"Indie, Adventure, Action, RPG"
Strayed,2016-05-07,1.77,,1,"Indie, Adventure"
LASER DISCO DEFENDERS,2016-08-02,2.35,,4,"Indie, Action"
Sakura Space,2016-10-10,2.18,,3,"Casual, Indie"
Reset 1-1,2016-08-30,1.92,,4,Indie
Shape Shifter,2016-07-07,1.44,,4,"Casual, Indie"
Star Crusade CCG,2016-09-07,2.61,,1,"Casual, Card, Strategy, Massively Multiplayer"
Suits: A Business RPG,2016-01-05,2.85,,5,"Indie, Adventure, Action, RPG"
HEX: Shards of Fate,2016-04-19,3.11,87.0,1,"Strategy, Adventure, RPG"
Ballistick,2016-10-14,2.0,,3,"Indie, Action"
There's Poop In My Soup,2016-03-14,2.66,,4,"Casual, Indie"
Twilight Struggle,2016-04-13,3.88,,2,"Strategy, Board Games, Simulation"
$1 Ride,2016-07-28,1.4,,4,"Casual, Indie, Action"
Sakura Shrine Girls,2016-08-26,2.42,,4,"Casual, Indie"
Off-Peak,2016-10-21,3.9,,1,"Indie, Adventure"
1993 Space Machine,2016-03-28,1.86,,1,"Indie, Action"
Radiator 2,2016-06-16,3.26,,1,"Casual, Indie, Action, Simulation"
Final Quest II,2016-10-18,2.21,,4,"Indie, RPG"
Monster Puzzle,2016-12-08,1.45,,4,"Casual, Indie, Action"
Midnight Carnival,2016-11-22,1.6,,4,Casual
Star Fields,2016-08-06,1.4,,4,"Casual, Indie"
The Last Door: Season 2 - Collector's Edition,2016-03-29,3.5,85.0,4,"Adventure, Puzzle"
Cthulhu Realms,2016-06-13,2.56,,1,"Card, Strategy, Board Games"
CUPID - A free to play Visual Novel,2016-03-04,3.13,,1,"Indie, RPG, Simulation"
Joana's Life,2016-09-01,1.31,,1,"Indie, Adventure"
Duke of Alpha Centauri,2016-12-28,2.21,,4,"Casual, Indie, Action"
Frederic: Resurrection of Music Director's Cut,2016-04-21,1.93,,4,"Casual, Indie, Arcade, Action"
Germ Wars,2016-11-21,1.69,,4,"Casual, Indie, Action"
Sakura Dungeon,2016-06-03,3.24,,9,"Indie, Adventure, RPG"
Town of Night,2016-11-17,1.36,,4,"Indie, Adventure, RPG"
Drive Megapolis,2016-08-24,1.25,,4,"Casual, Racing, Indie, Simulation"
The Bunker,2016-09-20,3.33,57.0,3,"Adventure, Action, Casual, Simulation, Indie"
Dungeon Escape,2016-05-27,2.33,,4,"Arcade, Indie, Adventure, Action"
Solstice,2016-03-22,2.5,,4,Adventure
Worm.is: The Game,2016-05-04,2.08,,1,Casual
Space Codex,2016-05-17,1.4,,3,Casual
Age of Conquest IV,2016-04-05,2.12,,1,"Strategy, Indie, Board Games"
Sunrider: Liberation Day - Captain's Edition,2016-03-04,2.79,,7,"Strategy, Indie, RPG, Simulation"
Star Wars: Trials on Tatooine,2016-07-18,2.76,,1,Action
Small Radios Big Televisions,2016-11-08,2.94,67.0,1,"Indie, Adventure, Puzzle"
Magma Tsunami,2016-06-01,1.72,,7,Indie
The God's Chain,2016-08-14,1.27,,5,Action
The Lost Mythologies,2016-01-28,2.11,,1,Action
The Bug Butcher,2016-01-19,3.3,81.0,4,"Casual, Indie, Arcade, Action"
Sparkle ZERO,2016-03-14,2.08,,4,"Indie, Action, RPG, Simulation"
My Summer Car,2016-10-24,4.13,,5,"Racing, Indie, Simulation"
Transport Fever,2016-11-07,3.94,71.0,6,"Strategy, Simulation"
STAR WARS: Rebel Assault I + II,2016-03-29,3.37,,1,"Shooter, Arcade, Action, Simulation"
Madden NFL 17,2016-08-23,3.04,82.0,14,Sports
Zenge,2016-04-12,3.39,,3,"Casual, Indie, Adventure, Puzzle"
Lone Leader,2016-10-28,1.71,,4,"Indie, Adventure, Action"
Battlefleet Gothic: Armada,2016-04-20,3.61,77.0,3,Strategy
Lost girl`s [diary],2016-03-24,2.61,,1,Adventure
ESEA,2016-07-08,2.61,,1,
Sakura Nova,2016-10-20,2.0,,4,"Casual, Indie, Adventure"
Surgeon Simulator VR: Meet The Medic,2016-04-05,2.89,,1,"Indie, Action, Simulation"
Rocketbirds 2: Evolution,2016-04-26,2.72,67.0,0,"Platformer, Action"
StarBreak,2016-05-10,2.25,,1,"Indie, Massively Multiplayer, Action"
Airstrike HD,2016-03-23,1.6,,5,"Casual, Indie"
Wheels of Aurelia,2016-09-20,3.06,63.0,3,"Indie, Adventure, RPG"
Ara Fell,2016-01-18,3.07,,4,"Indie, Adventure, RPG"
WWE 2K17,2016-10-11,3.25,61.0,12,"Fighting, Simulation, Sports"
Sepia Tears,2016-01-08,2.92,,1,"Casual, Indie, Simulation"
WayOut,2016-11-04,3.14,,3,"Casual, Strategy, Indie, Puzzle"
INTERSHELTER,2016-11-20,2.03,,5,"Indie, Massively Multiplayer, Action"
Gemini: Heroes Reborn,2016-01-18,3.15,54.0,4,"Adventure, Action"
Worlds Adrift Island Creator,2016-04-28,2.35,,1,Simulation
NORTH,2016-04-27,2.08,66.0,4,"Indie, Adventure"
Roll'd,2016-04-14,1.5,,4,"Casual, Racing, Indie, Action"
Fly O'Clock,2016-07-08,1.25,,4,"Casual, Indie, Action"
UBERMOSH:BLACK,2016-02-17,3.13,,1,"Indie, Action"
Mansions of Madness,2016-08-01,4.0,,4,"Strategy, Adventure, Board Games, RPG"
Time of Dragons,2016-02-01,2.05,,1,"Indie, Massively Multiplayer, Action, Simulation"
Wild Terra Online,2016-12-16,3.0,,7,"Massively Multiplayer, Adventure, Action, RPG"
Parkitect,2016-05-05,4.19,83.0,3,"Indie, Simulation"
Yellow: The Yellow Artifact,2016-06-07,1.33,,4,"Casual, Indie, Adventure, Action"
Amplitude,2016-01-05,3.31,,0,Action
Pirate Pop Plus,2016-10-20,2.09,65.0,2,"Casual, Indie, Action"
Dungeon Rushers,2016-09-06,3.06,,6,"Indie, Strategy, Adventure, RPG"
It's Spring Again,2016-02-02,3.07,,3,"Casual, Educational, Indie"
Allumette,2016-10-13,2.88,,1,"Casual, Indie"
Realities,2016-04-05,2.25,,1,"Adventure, Simulation"
Gunmetal Arcadia Zero,2016-11-15,2.62,,1,"Indie, Adventure, Action"
Chimpact 1 - Chuck's Adventure,2016-11-11,1.88,,1,"Casual, Adventure, Action"
The Underground Man,2016-09-01,3.49,,3,"Indie, Adventure"
The Dreamlord,2016-12-13,1.78,,3,"Casual, Indie, Adventure"
Rise of the Ancients,2016-05-31,1.57,,3,"Strategy, Indie"
Doorways: Holy Mountains of Flesh,2016-08-10,2.25,,4,"Indie, Adventure, Action"
Intralism,2016-11-04,2.86,,3,"Casual, Indie, Action"
BlackSmith HIT,2016-08-05,1.76,,4,"Casual, Indie, Action"
Atonement 2: Ruptured by Despair,2016-10-18,2.11,,4,RPG
INVASION!,2016-10-12,2.74,,1,"Casual, Adventure"
Princess.Loot.Pixel.Again,2016-04-15,2.9,,5,"Adventure, Action, RPG, Indie, Platformer"
Sairento VR,2016-12-21,2.94,,2,"Shooter, Action, RPG, Strategy, Indie"
So Many Cubes,2016-10-06,1.64,,3,"Casual, Strategy, Action"
GlassWire,2016-06-07,1.8,,1,
The Adventures of Tree,2016-03-01,2.12,,7,"Indie, Platformer, Adventure, RPG"
Khimera: Destroy All Monster Girls,2016-05-08,2.94,,1,"Indie, Platformer, Adventure, Action"
On Rusty Trails,2016-04-01,2.6,77.0,2,"Platformer, Indie, Action, Puzzle"
Switchcars,2016-03-04,2.07,,1,"Racing, Indie, Action"
Trick and Treat - Visual Novel,2016-12-30,2.63,,1,"Casual, Indie, Simulation"
Red Comrades 2: For the Great Justice. Reloaded,2016-10-14,3.95,,5,Adventure
True or False,2016-09-16,1.92,,1,"Casual, Indie"
Riff Racer - Race Your Music!,2016-05-12,3.45,,6,"Casual, Racing, Indie"
Guardian's Oath,2016-09-28,1.33,,1,"Indie, Action, RPG"
Fall of Civilization,2016-09-19,1.73,,4,"Strategy, Adventure, Simulation"
Lucius Demake,2016-08-08,2.94,,3,"Casual, Indie, Adventure, Action"
Evil Maze | 恶魔迷宫 | 惡魔迷宮,2016-06-17,1.95,,5,"Adventure, Action, RPG, Strategy, Indie"
Ice Lakes,2016-04-19,2.64,,3,"Indie, Simulation, Sports"
Mindless Running,2016-02-22,1.74,,4,"Indie, Adventure"
Rise of the Tomb Raider: 20 Year Celebration,2016-10-11,4.17,88.0,0,"Adventure, Action"
Party Jousting,2016-03-01,2.12,,1,"Casual, Indie, Sports"
Street Warriors Online,2016-12-16,1.95,,1,"Massively Multiplayer, Action, Simulation, Sports"
Osiris: New Dawn,2016-09-28,3.17,,5,"Indie, Adventure, Action, RPG"
UNLOVED,2016-09-29,2.5,,4,Action
Super Star,2016-08-11,2.63,,4,"Indie, Adventure, Simulation"
One Thousand Lies,2016-04-24,3.05,,1,"Casual, Simulation"
Zombillie,2016-04-29,1.56,,4,"Adventure, Action, Casual, Arcade, Indie"
Pang Adventures,2016-04-18,2.87,,3,"Casual, Arcade, Action"
WRC 6 FIA World Rally Championship,2016-10-07,3.0,68.0,4,"Racing, Sports"
Fibbage XL,2016-03-24,3.91,,1,"Casual, Strategy, Indie"
Heaven Forest - VR MMO,2016-12-14,1.8,,5,"Massively Multiplayer, Adventure"
Picross Touch,2016-02-13,3.57,,2,"Casual, Strategy, Indie, Puzzle"
Out of the Park Baseball 17,2016-03-22,2.33,92.0,4,"Strategy, Indie, Simulation, Sports"
GameLooper,2016-01-21,2.09,,1,Educational
Zenith,2016-09-19,2.75,57.0,1,"Indie, Adventure, Action, RPG"
Root Double -Before Crime * After Days- Xtend Edition,2016-04-27,2.5,,9,Adventure
No Turning Back: The Pixel Art Action-Adventure Roguelike,2016-01-15,1.86,,3,"Indie, Adventure, Action, RPG"
Haydee,2016-09-26,3.17,,1,"Indie, Action"
NEKOPALIVE,2016-05-31,3.0,,1,Casual
Desolate Wastes: Vendor Chronicles,2016-12-20,2.0,,4,"Action, Casual, Strategy, Simulation, Indie"
Rabi-Ribi,2016-01-28,4.03,,9,"Casual, Indie, Adventure, Action"
Russian SuperHero Dead Ivan,2016-10-19,1.62,,3,"Casual, Indie, Action"
Elisa: The Innkeeper - Prequel,2016-06-14,2.23,,1,"Casual, Indie, Adventure"
Mahjong Deluxe 3,2016-04-22,2.0,,4,"Casual, Board Games"
The Huntsman: Winter's Curse,2016-04-22,2.25,,1,"Casual, Indie, Adventure, RPG"
Ratz Instagib,2016-07-27,3.71,,2,"Indie, Action"
1979 Revolution: Black Friday,2016-04-04,3.49,80.0,3,"Indie, Adventure, Action"
Bacteria,2016-03-23,2.22,,6,"Casual, Indie"
The Legend of Zelda: Twilight Princess HD,2016-03-04,4.57,,34,"Action, RPG"
Kopanito All-Stars Soccer,2016-11-16,3.26,,3,"Indie, Action, Sports"
CASE: Animatronics,2016-08-03,2.71,,4,"Indie, Action, Simulation, Puzzle"
Kitty Cat: Jigsaw Puzzles,2016-07-18,1.78,,4,Casual
Mini Golf Mundo,2016-05-10,1.22,,4,Casual
IKEA VR Experience,2016-04-04,2.2,,1,
White Noise 2,2016-10-27,2.86,,3,"Indie, Strategy, Adventure, Action"
Kabitis,2016-06-02,1.0,,4,"Casual, Indie, Adventure, Action"
The Dolls: Reborn,2016-05-25,1.57,,4,"Indie, Action, Simulation"
Epic Clicker Journey,2016-04-21,2.14,,1,"Arcade, Indie, Casual, Adventure"
Dungelot: Shattered Lands,2016-01-21,3.26,78.0,5,"Indie, Adventure, Action, RPG"
UBERMOSH Vol.3,2016-08-15,3.0,,1,"Indie, Action"
EA SPORTS NHL 17,2016-09-13,3.28,78.0,0,Sports
Infra,2016-01-15,3.37,,4,"Indie, Adventure"
Level 22: Gary’s Misadventure - 2016 Edition,2016-01-28,2.7,,5,"Indie, Strategy, Adventure, Action"
Rhino's Rage,2016-03-04,1.55,,4,"Strategy, Indie, RPG"
Defunct,2016-01-29,3.22,,3,"Racing, Adventure, Indie"
FORCED SHOWDOWN,2016-03-29,3.14,67.0,2,"Strategy, Indie, Action, RPG"
The Mahjong Huntress,2016-05-25,2.25,,4,"Indie, Strategy, Adventure, Puzzle"
Ultimate Arena,2016-08-22,2.19,,4,"Indie, Action, Simulation"
Roguelands,2016-06-13,3.11,,2,"Indie, Adventure, Action, RPG"
The Final Take,2016-06-16,1.29,,4,"Indie, Adventure, Action, Simulation"
Tribal Pass,2016-08-26,2.82,,4,"Indie, Adventure, Action"
Escape the Game,2016-10-13,2.94,,1,"Indie, Adventure"
Lucid9: Inciting Incident,2016-04-14,3.33,,1,"Casual, Simulation"
Half Dead,2016-08-01,2.97,,3,"Adventure, Action"
Ember,2016-09-08,2.69,70.0,3,"Indie, Strategy, Adventure, RPG"
Where's My What?,2016-09-27,1.67,,4,"Casual, Indie"
Water Bears VR,2016-02-01,0.0,,1,"Casual, Indie"
The Interactive Adventures of Dog Mendonça & Pizzaboy,2016-03-03,2.4,,1,Adventure
Savage Resurrection,2016-08-18,2.68,,5,"Shooter, Strategy, Action, RPG"
Higurashi When They Cry Hou - Ch.3 Tatarigoroshi,2016-06-17,4.38,,5,Adventure
Clickdraw Clicker,2016-10-14,2.25,,3,"Casual, Indie, Action"
Radical Spectrum: Volume 1,2016-07-08,2.0,,5,Action
The Walking Dead: A New Frontier - Episode 1,2016-12-20,3.92,,0,
Chess Knight 2,2016-09-11,1.9,,4,"Casual, Strategy"
The Beast Within: A Gabriel Knight Mystery,2016-08-29,2.77,,1,Adventure
Quern - Undying Thoughts,2016-11-27,3.92,83.0,5,"Indie, Adventure, Puzzle"
Atom Universe,2016-03-04,1.5,,1,"Casual, Massively Multiplayer"
Fantastic 4 In A Row 2,2016-08-15,1.8,,4,"Casual, Strategy"
Epic Battle Fantasy 3,2016-09-01,3.65,,1,"Indie, Strategy, Adventure, RPG"
Fantastic Checkers 2,2016-08-18,1.82,,4,"Casual, Strategy"
Bayla Bunny,2016-06-13,1.5,,4,Casual
You Have 10 Seconds,2016-08-02,2.88,,1,Indie
Stephen's Sausage Roll,2016-04-17,4.15,90.0,1,Indie
Higurashi When They Cry Hou - Ch.4 Himatsubushi,2016-10-13,4.29,,5,"Casual, Indie, Adventure"
Disturbed,2016-10-03,2.48,,1,"Casual, Indie, Adventure, Simulation"
ZHEROS,2016-01-15,2.44,58.0,3,"Indie, Action"
Ludo Supremo,2016-06-08,1.71,,4,Casual
Rogue Stormers,2016-04-21,2.28,68.0,3,"Indie, Action"
Fabulous Food Truck,2016-07-21,2.0,,4,"Casual, Simulation"
Seraph,2016-09-20,2.95,80.0,3,Action
Dessert Storm,2016-10-23,1.36,,4,Casual
Puzzles At Mystery Manor,2016-06-15,2.12,,4,Casual
Infectonator: Survivors,2016-08-08,3.13,,3,"Adventure, Action, RPG, Strategy, Simulation, Indie"
Space Overlords,2016-03-03,1.68,,4,"Indie, Adventure, Action"
Dungeon Rats,2016-11-03,2.94,,2,"Indie, RPG"
The Hidden Dragon,2016-07-26,1.5,,4,Casual
Barnyard Mahjong 3,2016-07-29,1.6,,4,Casual
Sorcerer King: Rivals,2016-09-22,2.12,,1,"Indie, Strategy, Adventure"
Mystery Of Rivenhallows,2016-07-26,1.67,,4,"Casual, Adventure"
Attack on Titan / A.O.T. Wings of Freedom,2016-02-18,3.85,76.0,8,Action
Abrix for kids,2016-08-12,1.62,,3,"Casual, Strategy, Indie"
Ultimate Word Search 2: Letter Boxed,2016-08-18,1.29,,4,Casual
Bleach: Brave Souls,2016-01-13,3.25,,2,"Action, RPG"
8infinity,2016-09-23,1.73,,3,"Casual, Indie, Action"
Puppy Dog: Jigsaw Puzzles,2016-07-19,1.71,,4,Casual
BlackShot: Mercenary Warfare FPS,2016-05-31,2.44,,1,"Casual, Action"
Balloon Blowout,2016-10-28,1.46,,4,"Casual, Action"
Trick & Treat,2016-09-26,3.09,,1,"Casual, Indie, Adventure"
Block Blowout,2016-10-26,1.89,,4,"Casual, Action"
AltspaceVR—The Social VR App,2016-03-31,2.4,,1,"Casual, Massively Multiplayer, Simulation"
Brief Karate Foolish,2016-11-18,3.73,,1,"Casual, Indie, Action"
Sweet Candy Mahjong,2016-09-29,1.75,,4,"Casual, Indie"
Murder Mystery Adventure,2016-10-25,2.12,,4,"Indie, Adventure"
Simutrans,2016-05-24,3.44,,1,Simulation
Idling to Rule the Gods,2016-05-27,2.43,,3,"Casual, Indie"
Super Blue Fighter,2016-05-05,2.0,,4,"Casual, Indie, Action"
Mahjong Deluxe 2: Astral Planes,2016-07-20,2.0,,4,Casual
TGV Voyages Train Simulator,2016-06-16,1.71,,1,Simulation
Demolish & Build 2017,2016-10-18,3.5,,1,Simulation
Autumn,2016-05-14,2.29,,4,"Casual, Strategy, Indie"
Strike Vector EX,2016-08-30,3.06,,3,"Indie, Action"
Attractio,2016-01-18,1.86,,1,Action
HERO DEFENSE,2016-05-31,2.88,,4,"Strategy, Indie, Action, RPG"
