name,release_date,rating,rating_top,metacritic,playtime,genres
B.C. Bill,1984-01-01,0.0,0,,0,Action
The Staff of Karnath,1984-01-01,0.0,0,,0,
Stock Car,1984-01-01,0.0,0,,0,Racing
Hareraiser,1984-01-01,0.0,0,,0,Adventure
Daredevil Dennis,1984-01-01,0.0,0,,0,
B.C. II: Grog's Revenge,1984-01-01,0.0,0,,0,Action
Kong Strikes Back!,1984-01-01,0.0,0,,0,
Spirit of the Stones,1984-01-01,0.0,0,,0,Action
Hercules,1984-01-01,0.0,0,,0,
Falcon Patrol II,1984-01-01,0.0,0,,0,
Mr. Wimpy,1984-01-01,0.0,0,,0,
Ducks Ahoy!,1984-01-01,0.0,0,,0,Action
Mikie,1984-01-01,0.0,0,,0,
Eureka!,1984-01-01,0.0,0,,0,
High Noon (1984),1984-01-01,0.0,0,,0,
Skool Daze,1984-01-01,0.0,0,,0,
Impossible Mission,1984-01-01,0.0,0,,0,Adventure
Adventure Construction Set,1984-06-30,0.0,0,,0,Adventure
Archon,1984-01-01,0.0,0,,0,"Strategy, Arcade, Fighting"
Advanced Rogue,1984-01-01,0.0,0,,0,
Cartel$ and Cutthroat$,1984-01-01,0.0,0,,0,Adventure
Bomb Jack,1984-01-01,3.5,4,,0,
The Hitchhiker's Guide to the Galaxy,1984-09-14,0.0,5,,0,
Gato (1984),1984-01-01,0.0,0,,0,
Revs,1984-01-01,0.0,0,,0,Racing
Mickey's Space Adventure,1984-01-01,0.0,0,,0,Adventure
Indiana Jones in the Lost Kingdom,1984-01-01,0.0,0,,0,Puzzle
Montezuma's Revenge,1984-01-01,3.71,4,,0,"Arcade, Adventure, Action"
Beyond Castle Wolfenstein,1984-01-01,2.62,4,,0,Shooter
Knight Lore,1984-11-01,0.0,0,,0,"Adventure, Action"
Pitfall II: Lost Caverns,1984-01-01,0.0,0,,0,
Gemstone Warrior,1984-01-01,0.0,0,,0,"Adventure, RPG"
Excitebike,1984-11-30,3.94,4,,2,Racing
1942,1984-01-24,3.75,4,,5,Shooter
Tennis,1984-01-14,3.88,4,,1,Sports
Shamus,1984-01-01,0.0,0,,0,Arcade
Xonix,1984-01-01,0.0,0,,0,Arcade
Dragonworld,1984-01-01,0.0,0,,0,
Eiyuu Densetsu Saga,1984-08-01,0.0,0,,0,Casual
Amazon,1984-01-01,0.0,0,,0,
Buck Rogers: Planet of Zoom,1984-01-01,0.0,0,,0,Arcade
Crime and Punishment,1984-01-01,0.0,0,,0,
Fahrenheit 451,1984-01-01,0.0,0,,0,
Archon II: Adept,1984-01-01,0.0,0,,0,Action
Frogger II: ThreeeDeep!,1984-01-01,0.0,0,,0,Action
Seastalker,1984-01-01,0.0,0,,0,Adventure
Suspect,1984-01-01,0.0,0,,0,Adventure
Gremlins,1984-01-01,0.0,0,,0,Action
Hydlide,1984-12-13,0.0,0,,0,RPG
Star Wars: Return of the Jedi,1984-01-01,0.0,0,,0,"Racing, Shooter"
Boulder Dash (1984),1984-01-01,4.0,4,,0,"Action, Puzzle"
Soko-ban,1984-01-01,3.83,4,,0,
Alley Cat,1984-01-01,3.67,5,,0,Arcade
Hogan's Alley (1984),1984-06-12,3.76,4,,0,"Shooter, Action"
Flightmare,1984-01-01,0.0,0,,0,"Arcade, Indie, Adventure, Action"
Girl's Garden,1984-12-01,0.0,0,,0,Adventure
Realm of Impossibility,1984-01-01,0.0,0,,0,Action
Rally Speedway,1984-01-01,0.0,0,,0,Racing
Loco (1984),1984-01-01,0.0,0,,0,
Space Taxi,1984-01-01,0.0,0,,0,Action
Skyfox,1984-01-01,0.0,0,,0,Action
Pedro,1984-01-01,0.0,0,,0,Action
Gust Buster,1984-01-01,0.0,0,,0,Action
Castle of Terror,1984-01-01,0.0,0,,0,
Conan: Hall of Volta,1984-01-01,0.0,0,,0,Action
Bozo's Night Out,1984-01-01,0.0,0,,0,Action
Cybertron Mission,1984-01-01,0.0,0,,0,Shooter
Colossus Chess (1984),1984-01-01,0.0,0,,0,
ChipWits,1984-01-01,0.0,0,,0,Simulation
Castle Nightmare,1984-01-01,0.0,0,,0,
Comic Bakery,1984-01-01,0.0,0,,0,Action
Space Ace (1984),1984-01-01,3.78,4,,0,
Spy vs. Spy,1984-04-25,3.91,4,,0,"Strategy, Action, Puzzle"
Bop'N Wrestle,1984-12-31,0.0,0,,0,Action
Donkey Kong 3,1984-07-04,3.36,3,,0,Shooter
Road Fighter,1984-12-07,3.88,4,,4,"Racing, Arcade"
Battlecars,1984-01-01,0.0,0,,0,"Racing, Action"
Sheep in Space,1984-01-01,0.0,0,,0,
Trashman,1984-01-01,0.0,0,,0,Action
Wanted: Monty Mole,1984-01-01,0.0,0,,0,Platformer
Baltic 1985: Corridor to Berlin,1984-01-01,0.0,0,,0,
Music Construction Set,1984-01-01,0.0,0,,0,
Quo Vadis,1984-01-01,0.0,0,,0,
Emerald Isle,1984-01-01,0.0,0,,0,
Kaiser,1984-01-01,0.0,0,,0,"Strategy, Simulation"
Zig Zag,1984-01-01,0.0,0,,0,
Overdrive (1984),1984-01-01,0.0,0,,0,Racing
Ghouls,1984-01-01,0.0,0,,0,
Underwurlde,1984-01-01,0.0,0,,0,
Tir Na Nog,1984-01-01,0.0,0,,0,
Hyper Sports,1984-01-01,0.0,0,,0,Sports
Zenji,1984-01-01,0.0,0,,0,Puzzle
Below the Root (1984),1984-01-01,0.0,0,,0,Adventure
Pyjamarama,1984-01-01,0.0,0,,0,
Treasure Island (1984),1984-01-01,0.0,0,,0,
Cutthroats,1984-08-09,0.0,0,,0,
The Castles of Dr. Creep,1984-09-02,0.0,0,,5,"Casual, Indie, Puzzle"
Starquake,1984-01-01,0.0,0,,0,
Rendezvous with Rama,1984-01-01,0.0,0,,0,
The Dam Busters,1984-01-01,0.0,0,,0,Arcade
Dragon Slayer (1984),1984-09-10,0.0,0,,0,
Softporn Adventure,1984-01-01,0.0,0,,0,Adventure
The Evil Dead,1984-01-01,0.0,0,,0,Adventure
