name,release_date,rating,metacritic,playtime,genres
The Elder Scrolls V: Skyrim - Dragonborn,2012-12-04,4.2,82.0,0,"Action, RPG"
Fireburst,2012-04-25,2.25,59.0,1,"Racing, Adventure, Action"
GTR 2 FIA GT Racing Game,2012-12-12,4.0,,1,"Racing, Simulation, Sports"
Miner Wars Arena,2012-08-28,0.0,,1,"Indie, Action"
The Elder Scrolls V: Skyrim - Dawnguard,2012-06-26,4.16,73.0,0,RPG
Northmark: Hour of the Wolf,2012-11-19,2.43,,4,"Card, Adventure, RPG, Indie"
GTR - FIA GT Racing Game,2012-09-25,0.0,,1,"Racing, Sports"
Shad'O,2012-09-04,0.0,68.0,2,"Strategy, Indie, Action"
Silent Hill: Downpour,2012-03-13,3.31,66.0,0,"Adventure, Action"
Persona 4 Arena,2012-07-26,3.82,84.0,5,Fighting
Retro City Rampage,2012-10-09,3.61,,3,Arcade
Family Guy: Back to the Multiverse,2012-11-20,3.0,40.0,3,"Shooter, Action"
Clash of Clans,2012-08-02,3.43,,6,"Strategy, Action"
Sonic the Fighters,2012-11-27,3.19,,1,Fighting
Sports Champions 2,2012-10-30,3.18,,0,"Casual, Arcade, Sports"
Ninja Gaiden 3: Razor's Edge,2012-11-18,3.88,,9,Action
Disgaea 3: Absence of Detention,2012-04-17,3.5,,0,Adventure
10000000,2012-07-25,3.89,67.0,4,"Action, RPG, Puzzle, Casual, Indie"
AVSEQ,2012-01-22,0.0,,1,"Casual, Indie"
Kid Icarus: Uprising,2012-03-23,4.32,83.0,0,"Adventure, Action"
Just Dance 4,2012-10-02,3.93,,3,Arcade
Taptiles,2012-07-28,3.0,,0,Casual
ANARCHY REIGNS,2012-07-05,3.29,72.0,1,"Action, Fighting"
Super Stardust Delta,2012-01-19,4.05,,0,"Shooter, Action"
Gratuitous Tank Battles,2012-05-17,2.0,69.0,1,"Strategy, Indie, Simulation"
Angry Birds Trilogy,2012-09-25,3.42,64.0,0,"Action, Puzzle"
NHL 13,2012-09-11,3.05,84.0,0,Sports
Skylanders Giants,2012-10-19,3.74,74.0,0,"Platformer, Adventure, Action"
Memento Mori,2012-11-09,3.67,66.0,2,Adventure
The Light,2012-01-01,3.61,,2,"Indie, Adventure, Action, Simulation"
New Little King's Story,2012-03-29,2.65,,0,Strategy
The House of the Dead: OVERKILL Extended Cut,2012-09-04,3.39,,0,Shooter
Battle Academy,2012-02-24,3.0,,1,"Strategy, Board Games, Educational, Simulation"
Starpoint Gemini,2012-02-16,1.57,46.0,1,"RPG, Simulation"
Mad Riders,2012-05-29,3.07,,1,"Racing, Simulation"
The Bluecoats: North vs South,2012-05-10,0.0,,4,"Casual, Strategy, Action, Simulation"
Secret Files 3,2012-09-13,3.73,67.0,5,Adventure
Starhawk,2012-05-08,3.23,,0,"Shooter, Strategy, Action"
The chronicles of Emerland. Solitaire.,2012-12-13,0.0,,4,"Casual, Card, Adventure"
Garden Rescue,2012-06-01,0.0,,3,"Casual, Strategy, Family"
Dance Central 3,2012-10-16,3.71,,3,Simulation
NeverDead,2012-01-31,3.0,,12,"Shooter, Adventure, Action"
Silent Hill: Book of Memories,2012-10-16,2.26,,1,Action
Total War Battles: SHOGUN,2012-04-19,1.6,,1,"Strategy, Action"
Might & Magic: Duel of Champions,2012-09-13,3.18,,1,
Wreckateer,2012-07-25,2.65,,3,Action
Reality Fighters,2012-02-22,2.29,,0,
Mutant Storm: Reloaded,2012-03-21,2.5,,1,"Indie, Action"
IMSCARED,2012-10-12,3.45,,2,"Indie, Adventure"
Datura,2012-05-08,2.84,,0,"Casual, Adventure, Puzzle"
CYPHER,2012-08-31,3.18,,2,"Indie, Puzzle"
Mars Rover Landing,2012-06-16,2.37,,0,
Subway Surfers,2012-05-24,3.79,71.0,42,"Casual, Arcade, Action"
Oniken,2012-06-22,0.0,,4,Arcade
A Sirius Game,2012-01-18,0.0,,4,"Adventure, Action, RPG, Casual, Strategy, Simulation, Indie"
The Elder Scrolls V: Skyrim - Hearthfire,2012-09-04,3.64,62.0,0,RPG
Arena Wars 2,2012-10-12,1.45,,1,"Strategy, Action"
Raiden Legacy,2012-12-04,2.88,,1,"Casual, Shooter, Arcade, Action"
Professor Layton vs. Phoenix Wright: Ace Attorney,2012-11-29,4.06,,0,"Adventure, Puzzle"
New Star Soccer 5,2012-09-27,3.25,,4,"Indie, Simulation, Sports"
London 2012 - The Official Video Game of the Olympic Games,2012-06-26,3.26,66.0,4,Sports
Book of Spells,2012-11-13,3.45,,0,Arcade
Arctic Combat,2012-12-06,0.0,,1,"Shooter, Action"
Mass Effect 3: Leviathan,2012-08-28,4.14,74.0,0,RPG
War of the Immortals,2012-01-01,0.0,,2,"Massively Multiplayer, RPG"
CAFE 0 ~The Drowned Mermaid~,2012-09-27,0.0,,4,"Casual, Indie, Adventure, RPG"
